source_index,report_id,indicator_id,original_status,original_value,original_unit,original_evidence_quote,original_page_no,original_block_id,final_status,final_value,final_unit,final_qualitative_text,final_evidence_quote,final_page_no,final_block_id,final_block_type,rationale,reviewer,reviewed_at
97,600779_水井坊_2025_ESG报告,s_supplier,error,true,,"供应链管理...应对措施：优化采购策略,推动绿色供应链管理",22,600779_水井坊_2025_ESG报告:p22:b5,found,true,,"转型风险 | 市场 | 原材料及能源价格波动 | ·成本波动影响产品定价与市场需求·能源及原材料采购成本上升,影响经营性现金流 | 短中期 | 高 | 上游 | 优化采购策略,推动绿色供应链管理","转型风险 | 市场 | 原材料及能源价格波动 | ·成本波动影响产品定价与市场需求·能源及原材料采购成本上升,影响经营性现金流 | 短中期 | 高 | 上游 | 优化采购策略,推动绿色供应链管理",22,600779_水井坊_2025_ESG报告:p22:b5,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
98,600846_同济科技_2025_ESG报告,e_fuel_consumption,error,34.37,吨,汽油消耗量 吨 31.82 32.90 34.37 柴油消耗量 吨 0.12 0.12 3.10 天然气消耗量 万立方米 0.24 0.14 0.29 液化天然气消耗量 吨 0.30 0.38 3.46,37,600846_同济科技_2025_ESG报告:p37:b1,found,34.37,吨,,汽油消耗量 $^{2}$ | 吨 | 31.82 | 32.90 | 34.37,37,600846_同济科技_2025_ESG报告:p37:b1,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
99,600846_同济科技_2025_ESG报告,e_waste_total,error,130950.44,吨,有害废弃物产生量 吨 17.41 一般废弃物产生量 吨 130933.03,37,600846_同济科技_2025_ESG报告:p37:b1,missing,,,,,,,,"候选仅分别披露有害与一般废弃物产生量，130,950.44 吨是人工加总值，候选未明确列示产生总量。",codex-agent-b,2026-08-23T16:18:18.785641+00:00
100,600846_同济科技_2025_ESG报告,e_biodiversity,error,true,,公司遵守《中华人民共和国野生动物保护法》等法律法规及规章制度，多措并举践行生物多样性保护，同时与致力于生物多样性保护的组织进行合作或参与相关活动，在项目中重视生物多样性保护和落实。,33,600846_同济科技_2025_ESG报告:p33:b1,found,true,,公司遵守《中华人民共和国野生动物保护法》《中华人民共和国野生植物保护条例》《中华人民共和国水生野生动物保护实施条例》《上海市野生动物保护条例》等法律法规及规章制度，多措并举践行生物多样性保护，同时与致力于生物多样性保护的组织进行合作或参与相关活动，在项目中重视生物多样性保护和落实。,公司遵守《中华人民共和国野生动物保护法》《中华人民共和国野生植物保护条例》《中华人民共和国水生野生动物保护实施条例》《上海市野生动物保护条例》等法律法规及规章制度，多措并举践行生物多样性保护，同时与致力于生物多样性保护的组织进行合作或参与相关活动，在项目中重视生物多样性保护和落实。,33,600846_同济科技_2025_ESG报告:p33:b1,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
101,600846_同济科技_2025_ESG报告,g_business_ethics,error,true,,公司严格遵守法律法规，印发《关于加强反舞弊、反腐败、反商业贿赂建设的通知》，以廉洁管理为重心，深化商业道德建设，致力于营造健康透明的商业环境。,14,600846_同济科技_2025_ESG报告:p14:b11,found,true,,公司严格遵守《中华人民共和国反不正当竞争法》《中华人民共和国反垄断法》等法律法规，印发《关于加强反舞弊、反腐败、反商业贿赂建设的通知》，以廉洁管理为重心，深化商业道德建设，致力于营造健康透明的商业环境。公司坚决杜绝接受贿赂、回扣等不正当利益行为，从严落实纪检工作要求，并将反商业贿赂纳入监督与考核体系，层层压实廉洁从业责任。,公司严格遵守《中华人民共和国反不正当竞争法》《中华人民共和国反垄断法》等法律法规，印发《关于加强反舞弊、反腐败、反商业贿赂建设的通知》，以廉洁管理为重心，深化商业道德建设，致力于营造健康透明的商业环境。公司坚决杜绝接受贿赂、回扣等不正当利益行为，从严落实纪检工作要求，并将反商业贿赂纳入监督与考核体系，层层压实廉洁从业责任。,14,600846_同济科技_2025_ESG报告:p14:b11,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
102,600846_同济科技_2025_ESG报告,g_investor_relations,error,,,公司依据《上市公司投资者关系管理工作指引》等法律法规，持续深化与投资者信息交流，围绕公司业绩、治理等开展互动，报告期内召开3次业绩说明会。,16,600846_同济科技_2025_ESG报告:p16:b7,found,,,公司依据《上市公司投资者关系管理工作指引》《上海证券交易所股票上市规则》等相关法律法规及规范性文件，持续深化与投资者及潜在投资者之间的信息交流，围绕公司业绩、公司治理、发展战略、经营状况等投资者关心的问题，与投资者进行互动交流和沟通，增进投资者对公司的认知与认同，推动公司诚信自律、规范运营，提升公司投资价值。报告期内，公司召开3次业绩说明会。,公司依据《上市公司投资者关系管理工作指引》《上海证券交易所股票上市规则》等相关法律法规及规范性文件，持续深化与投资者及潜在投资者之间的信息交流，围绕公司业绩、公司治理、发展战略、经营状况等投资者关心的问题，与投资者进行互动交流和沟通，增进投资者对公司的认知与认同，推动公司诚信自律、规范运营，提升公司投资价值。报告期内，公司召开3次业绩说明会。,16,600846_同济科技_2025_ESG报告:p16:b7,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
103,600850_电科数字_2025_ESG报告,s_supplier,error,True,,利益相关方：供应商；期望与诉求：互利共赢、供应链管理；沟通与回应：供应商评估、参与行业协会活动,7,600850_电科数字_2025_ESG报告:p7:b2,found,true,,-互利共赢-供应链管理 | -供应商评估-参与行业协会活动,-互利共赢-供应链管理 | -供应商评估-参与行业协会活动,7,600850_电科数字_2025_ESG报告:p7:b2,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
104,600850_电科数字_2025_ESG报告,g_tax_transparency,error,,,利益相关方期望：合规经营-依法纳税；沟通与回应：恪守商业道德、遵守法律法规,7,600850_电科数字_2025_ESG报告:p7:b2,missing,,,,,,,,候选只把依法纳税列为利益相关方期望，未提供公司的税务透明、税务合规措施或实质披露。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
105,600855_航天长峰_2025_ESG报告,e_waste_total,error,16.10,吨,固体废弃物处置总量 | 吨 | 16.10 危险废物处置量 | 吨 | 4.10 一般固体废物处置量 | 吨 | 12.00,49,600855_航天长峰_2025_ESG报告:p49:b7,missing,,,,,,,,候选明确列示的是固体废弃物处置总量；产生量仅分列危险和一般废物，未明确列示废弃物产生总量。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
106,600884_杉杉股份_2025_ESG报告,g_anti_corruption,error,true,,GRI 205:反腐败2016 | 205-2 反腐败政策和程序的传达及培训 | 坚守商业道德 205-3 经确认的腐败事件和采取的行动 | 坚守商业道德,61,600884_杉杉股份_2025_ESG报告:p61:b0,found,true,,反商业贿赂及反贪污培训开展次数 | 次 | 58 | 72 | 3,反商业贿赂及反贪污培训开展次数 | 次 | 58 | 72 | 3,59,600884_杉杉股份_2025_ESG报告:p59:b0,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
107,600884_杉杉股份_2025_ESG报告,g_business_ethics,error,true,,商业道德 | 经确认的腐败事件总数 | 例 | 0 | 0 | 0 反商业贿赂及反贪污培训开展次数 | 次 | 58 | 72 | 3 签署廉洁承诺书的员工比例 | % | 100 | 100 | 100,59,600884_杉杉股份_2025_ESG报告:p59:b0,found,true,,"品牌价值机遇 | 坚持公平竞争和廉洁经营,规范商业行为,有助于赢得市场信任。 | 长期 | 高 | 有助于提升品牌溢价能力与市场竞争力,增强投资者与合作伙伴信心。 | 开展廉洁教育培训与诚信文化宣传,完善内部管理机制。","品牌价值机遇 | 坚持公平竞争和廉洁经营,规范商业行为,有助于赢得市场信任。 | 长期 | 高 | 有助于提升品牌溢价能力与市场竞争力,增强投资者与合作伙伴信心。 | 开展廉洁教育培训与诚信文化宣传,完善内部管理机制。",17,600884_杉杉股份_2025_ESG报告:p17:b10,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
108,600919_江苏银行_2025_可持续发展报告,s_rural_revitalization,error,,,社会 | 11 | 乡村振兴 | ✓ | ✓ | 9. 乡村振兴,11,600919_江苏银行_2025_可持续发展报告:p11:b11,found,,,"乡村振兴 | 涉农贷款余额 | 2,873 | 2,410 | | 按人民银行涉农贷款统计口径","乡村振兴 | 涉农贷款余额 | 2,873 | 2,410 | | 按人民银行涉农贷款统计口径",7,600919_江苏银行_2025_可持续发展报告:p7:b0,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
109,600919_江苏银行_2025_可持续发展报告,g_business_ethics,error,true,,治理 | 26 | 商业道德 | ✓ | × | 20. 反商业贿赂及反贪污21. 反不正当竞争,11,600919_江苏银行_2025_可持续发展报告:p11:b11,missing,,,,,,,,候选仅把商业道德列为议题或供应商期望，未披露公司商业道德制度、规范或实际管理措施。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
110,600963_岳阳林纸_2025_ESG报告,e_cod,error,3719.76,吨,岳阳基地 化学需氧量排放量 | 吨 | 1023.76 ... 骏泰科技 化学需氧量排放量 | 吨 | 2696,24,600963_岳阳林纸_2025_ESG报告:p24:b1,missing,,,,,,,,"3,719.76 吨是岳阳基地与骏泰科技两个 COD 数值的人工加总，候选未明确列示公司 COD 总排放量。",codex-agent-b,2026-08-23T16:18:18.785641+00:00
111,600963_岳阳林纸_2025_ESG报告,s_rural_revitalization,error,,,社区与媒体期望乡村振兴...回应方式：加大社区投入、参与公益活动、响应国家号召。实质性议题分析包含乡村振兴。,16,600963_岳阳林纸_2025_ESG报告:p16:b0,found,,,乡村振兴总投入金额 | 万元 | 48.92 | 79.17,乡村振兴总投入金额 | 万元 | 48.92 | 79.17,57,600963_岳阳林纸_2025_ESG报告:p57:b1,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
112,600963_岳阳林纸_2025_ESG报告,g_information_disclosure,error,,,"公司制定了《公司信息披露事务管理制度》《公司内幕信息知情人登记管理制度》等制度,合规履行信息披露职责",51,600963_岳阳林纸_2025_ESG报告:p51:b9,found,,,"为切实保护投资者特别是中小投资者的合法权益,公司制定了《公司信息披露事务管理制度》《公司内幕信息知情人登记管理制度》《公司新闻宣传稿件审核把关制度》等制度,合规履行信息披露职责,帮助投资者做出客观正确的投资判断。","为切实保护投资者特别是中小投资者的合法权益,公司制定了《公司信息披露事务管理制度》《公司内幕信息知情人登记管理制度》《公司新闻宣传稿件审核把关制度》等制度,合规履行信息披露职责,帮助投资者做出客观正确的投资判断。",51,600963_岳阳林纸_2025_ESG报告:p51:b9,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
113,600996_贵广网络_2025_ESG报告,s_product_quality,error,,,(ISO9001) 质量管理体系认证证书 (ISO10006) 项目质量管理体系认证证书,5,600996_贵广网络_2025_ESG报告:p5:b16,found,,,(ISO9001) 质量管理体系认证证书,(ISO9001) 质量管理体系认证证书,5,600996_贵广网络_2025_ESG报告:p5:b16,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
114,601118_海南橡胶_2025_ESG报告,s_safety,error,,,公司依据 ISO 45001 职业健康安全管理体系要求，建立起包括《安全培训管理办法》《安全生产档案管理制度》等一系列制度规范公司安全管理。,34,601118_海南橡胶_2025_ESG报告:p34:b9,found,,,公司依据 ISO 45001 职业健康安全管理体系要求，建立起包括《安全培训管理办法》《安全生产档案管理制度》《生产安全事故管理制度》《安全生产信息报告与事故应急处理管理办法》《安全生产目标建设考核奖罚管理办法》《承包租赁经营安全生产管理办法》《消防安全管理办法》《全员安全生产责任制度》《安全生产费用提取和使用管理规定》《工程项目安全生产督导制度》《企业安全生产监督管理暂行办法》等一系列制度规范公司安全管理。,公司依据 ISO 45001 职业健康安全管理体系要求，建立起包括《安全培训管理办法》《安全生产档案管理制度》《生产安全事故管理制度》《安全生产信息报告与事故应急处理管理办法》《安全生产目标建设考核奖罚管理办法》《承包租赁经营安全生产管理办法》《消防安全管理办法》《全员安全生产责任制度》《安全生产费用提取和使用管理规定》《工程项目安全生产督导制度》《企业安全生产监督管理暂行办法》等一系列制度规范公司安全管理。,34,601118_海南橡胶_2025_ESG报告:p34:b9,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
115,601555_东吴证券_2025_可持续发展报告,s_research_development,error,"52,255.67",万元人民币,"研发投入金额 | 单位 | 2023年 | 2024年 | 2025年 研发投入金额 | 万元人民币 | 44,867.06 | 45,945.38 | 52,255.67",58,601555_东吴证券_2025_可持续发展报告:p58:b2,found,"52,255.67",万元人民币,,"研发投入金额 | 万元人民币 | 44,867.06 | 45,945.38 | 52,255.67",58,601555_东吴证券_2025_可持续发展报告:p58:b2,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
116,601555_东吴证券_2025_可持续发展报告,g_stakeholder_communication,error,,,主要利益相关方关注议题及沟通渠道：政府及监管机构通过工作汇报与沟通；股东及投资者通过公司网站、上交所互动平台；客户通过95330热线；员工通过职工代表大会；供应商通过走访交流；社区通过公益慈善活动。,9,601555_东吴证券_2025_可持续发展报告:p9:b2,found,,,政府及监管机构 | ·应对气候变化·强化合规管理·规范商业行为·ESG尽职调查·企业文化建设 | ·全面风险管理·服务实体经济·优化公司治理·利益相关方沟通 | ·工作汇报与沟通(不定期)·监管现场检查(不定期)·座谈会、研讨会、论坛(不定期),政府及监管机构 | ·应对气候变化·强化合规管理·规范商业行为·ESG尽职调查·企业文化建设 | ·全面风险管理·服务实体经济·优化公司治理·利益相关方沟通 | ·工作汇报与沟通(不定期)·监管现场检查(不定期)·座谈会、研讨会、论坛(不定期),9,601555_东吴证券_2025_可持续发展报告:p9:b2,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
117,601555_东吴证券_2025_可持续发展报告,s_training,error,40.28,小时,员工人均接受培训小时数 | 小时 | 35.30 | 41.46 | 40.28,60,601555_东吴证券_2025_可持续发展报告:p60:b0,found,40.28,小时,,$员工人均接受培训小时数^2$ | 小时 | 35.30 | 41.46 | 40.28,60,601555_东吴证券_2025_可持续发展报告:p60:b0,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
118,601577_长沙银行_2025_可持续发展报告,e_air_pollutants,error,17475,吨,绿色信贷金额变动折合减排情况 | 折合减排二氧化硫(吨) | 17475 | 14955 折合减排氮氧化物(吨) | 14666 | 12628,51,601577_长沙银行_2025_可持续发展报告:p51:b11,missing,,,,,,,,"17,475 吨是绿色信贷折合减排二氧化硫量，不是报告主体自身的大气污染物排放量。",codex-agent-b,2026-08-23T16:18:18.785641+00:00
119,601975_招商南油_2025_ESG报告,e_energy_total,error,"474,490.42",吨标准煤,"能源消耗总量 | 吨标准煤 | 432,608.08 | 427,014.36 | 474,490.42",52,601975_招商南油_2025_ESG报告:p52:b3,found,"474,490.42",吨标准煤,,"$能源消耗总量^7$ | 吨标准煤 | 432,608.08 | 427,014.36 | 474,490.42",52,601975_招商南油_2025_ESG报告:p52:b3,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
120,601975_招商南油_2025_ESG报告,e_fuel_consumption,error,"474,490.42",吨标准煤,"能源消耗总量 | 474,490.42 吨标准煤",28,601975_招商南油_2025_ESG报告:p28:b23,found,"36,018.51",吨,,"柴油 | 33,462.63 吨 | 36,018.51 吨",28,601975_招商南油_2025_ESG报告:p28:b23,table,原答案误取能源总量；已改用候选块明确列示的具名燃料及其数值、单位。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
121,601975_招商南油_2025_ESG报告,e_air_pollutants,error,713.34,吨,"氮氧化物( $NO_x$ )排放量 | 640.13吨 | 713.34吨 | 硫氧化物( $SO_x$ )排放量 | 2,373.35吨 | 2,631.70吨",21,601975_招商南油_2025_ESG报告:p21:b6,found,713.34,吨,,| 氮氧化物( $NO_x$ )排放量 | 640.13吨 | 713.34吨,21,601975_招商南油_2025_ESG报告:p21:b6,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
122,601975_招商南油_2025_ESG报告,s_occupational_health,error,,,制定《员工医疗和职业健康管理规定》等制度，建立覆盖船岸全员的职业健康管理体系。持续开展各类职业健康宣传和培训...为员工提供定期体检。,44,601975_招商南油_2025_ESG报告:p44:b8,found,,,招商南油深知船岸员工工作环境和面临风险的特殊性，严格遵守《中华人民共和国职业病防治法》等法律法规，制定《员工医疗和职业健康管理规定》《船员医疗管理》《船员健康保护管理规定》《船员身心健康管理实施计划》《员工工伤管理程序》等制度，建立覆盖船岸全员的职业健康管理体系。,招商南油深知船岸员工工作环境和面临风险的特殊性，严格遵守《中华人民共和国职业病防治法》等法律法规，制定《员工医疗和职业健康管理规定》《船员医疗管理》《船员健康保护管理规定》《船员身心健康管理实施计划》《员工工伤管理程序》等制度，建立覆盖船岸全员的职业健康管理体系。,44,601975_招商南油_2025_ESG报告:p44:b8,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
123,601975_招商南油_2025_ESG报告,s_human_rights,error,True,,在《员工管理办法》等制度中明确禁止雇佣童工及任何形式的强迫劳动，并对职场歧视行为采取“零容忍”态度。,46,601975_招商南油_2025_ESG报告:p46:b17,found,true,,公司致力于打造健康、安全、包容的工作环境，在《员工管理办法》《员工招聘管理程序》《员工劳动合同管理程序》等制度中明确禁止雇佣童工及任何形式的强迫劳动，并对职场歧视行为采取“零容忍”态度，严禁任何针对年龄、性别、种族等因素的歧视行为，尊重并平等对待每一位员工。报告期内，公司未发生劳工歧视、雇佣童工和强迫劳动事件。,公司致力于打造健康、安全、包容的工作环境，在《员工管理办法》《员工招聘管理程序》《员工劳动合同管理程序》等制度中明确禁止雇佣童工及任何形式的强迫劳动，并对职场歧视行为采取“零容忍”态度，严禁任何针对年龄、性别、种族等因素的歧视行为，尊重并平等对待每一位员工。报告期内，公司未发生劳工歧视、雇佣童工和强迫劳动事件。,46,601975_招商南油_2025_ESG报告:p46:b17,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
124,603013_亚普股份_2025_ESG报告,e_particulate,error,0.9894,吨,颗粒物 | 吨 | 0.9894,27,603013_亚普股份_2025_ESG报告:p27:b10,found,0.9894,吨,,颗粒物(PM) | 吨 | 0.9894,27,603013_亚普股份_2025_ESG报告:p27:b10,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
125,603013_亚普股份_2025_ESG报告,s_customer_complaints,error,0,次,产品召回/重大客户抱怨 | 0次 报告期内，公司未发生重大客户投诉与质量抱怨，质量业绩满足客户要求，产品质量稳定受控。,39,603013_亚普股份_2025_ESG报告:p39:b0,found,0,次,,产品召回/重大客户抱怨 | 0次,39,603013_亚普股份_2025_ESG报告:p39:b0,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
126,603082_北自科技_2025_ESG报告,e_green_product,error,,,公司不断深化绿色产品设计，积极推进数字孪生系统建设，并着力打造智慧物流仓储解决方案，以智慧化手段推动全链条低碳运营，助力实现低碳发展目标。,28,603082_北自科技_2025_ESG报告:p28:b15,found,,,公司不断深化绿色产品设计，积极推进数字孪生系统建设，并着力打造智慧物流仓储解决方案，以公司为某乳业公司打造全流程智慧冷链系统为例，通过数字孪生优化输送路径，达成单生产线能耗降低28%，包装损耗率下降37%的节能降耗成效，以智慧化手段推动全链条低碳运营，助力实现低碳发展目标。,公司不断深化绿色产品设计，积极推进数字孪生系统建设，并着力打造智慧物流仓储解决方案，以公司为某乳业公司打造全流程智慧冷链系统为例，通过数字孪生优化输送路径，达成单生产线能耗降低28%，包装损耗率下降37%的节能降耗成效，以智慧化手段推动全链条低碳运营，助力实现低碳发展目标。,28,603082_北自科技_2025_ESG报告:p28:b15,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
127,603082_北自科技_2025_ESG报告,s_occupational_health,error,,,北自科技出台并实施《安全管理办法》等内控文件，系统识别员工工作中的健康风险，落实多维度职业健康防护举措，从源头预防和管控作业环境中的职业病危害因素。,59,603082_北自科技_2025_ESG报告:p59:b16,found,,,依据国家《中华人民共和国职业病防治法》及相关法规，北自科技出台并实施《安全管理办法》《劳保防护用品管理办法》《生产安全事故、职业病防治控制程序》《环境职业健康安全绩效监测、测量控制程序》等内控文件，系统识别员工工作中的健康风险，落实多维度职业健康防护举措，从源头预防和管控作业环境中的职业病危害因素，切实履行职业病防治法定责任。,依据国家《中华人民共和国职业病防治法》及相关法规，北自科技出台并实施《安全管理办法》《劳保防护用品管理办法》《生产安全事故、职业病防治控制程序》《环境职业健康安全绩效监测、测量控制程序》等内控文件，系统识别员工工作中的健康风险，落实多维度职业健康防护举措，从源头预防和管控作业环境中的职业病危害因素，切实履行职业病防治法定责任。,59,603082_北自科技_2025_ESG报告:p59:b16,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
128,603082_北自科技_2025_ESG报告,g_cybersecurity_governance,error,,,依据GB/T 22080-2016和ISO/IEC 27001:2022 标准完成体系建设，制定《信息安全适用性声明》等制度文件，明确信息安全方针、管理目标、岗位职责与管理框架，形成系统化的信息安全管控体系。,51,603082_北自科技_2025_ESG报告:p51:b6,found,,,北自科技严格遵守《中华人民共和国数据安全法》《中华人民共和国网络安全法》等法律法规和相关标准要求，依据GB/T 22080-2016和ISO/IEC 27001:2022 标准完成体系建设，制定《信息安全适用性声明》《信息安全策略》《信息安全&信息技术服务管理手册》《数据安全管理规范》等制度文件，明确信息安全方针、管理目标、岗位职责与管理框架，将其作为信息安全、商业秘密及客户信息管理的纲领性准则，形成系统化的信息安全管控体系。报告期内，公司未发生信息安全事件。,北自科技严格遵守《中华人民共和国数据安全法》《中华人民共和国网络安全法》等法律法规和相关标准要求，依据GB/T 22080-2016和ISO/IEC 27001:2022 标准完成体系建设，制定《信息安全适用性声明》《信息安全策略》《信息安全&信息技术服务管理手册》《数据安全管理规范》等制度文件，明确信息安全方针、管理目标、岗位职责与管理框架，将其作为信息安全、商业秘密及客户信息管理的纲领性准则，形成系统化的信息安全管控体系。报告期内，公司未发生信息安全事件。,51,603082_北自科技_2025_ESG报告:p51:b6,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
129,603128_华贸物流_2025_ESG报告,g_esg_strategy,error,,,公司以进入全球综合物流前十强为目标，以信息披露为基础，以外部 ESG 评级为抓手，形成可持续发展战略体系与管理模式。,5,603128_华贸物流_2025_ESG报告:p5:b2,found,,,公司以 “为中国产业全球化发展提供国际物流供应链保障” 为己任，以从跨境综合第三方物流企业到 “全球综合物流方案解决者” 的高质量变革为抓手，以进入全球综合物流前十强为目标，以信息披露为基础，以外部 ESG 评级为抓手，形成可持续发展战略体系与管理模式。,公司以 “为中国产业全球化发展提供国际物流供应链保障” 为己任，以从跨境综合第三方物流企业到 “全球综合物流方案解决者” 的高质量变革为抓手，以进入全球综合物流前十强为目标，以信息披露为基础，以外部 ESG 评级为抓手，形成可持续发展战略体系与管理模式。,5,603128_华贸物流_2025_ESG报告:p5:b2,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
130,603257_中国瑞林_2025_ESG报告,g_anti_corruption,error,true,,反腐败培训受训总人次：董事16人次，员工709人次；腐败事件发生数量：0起。,49,603257_中国瑞林_2025_ESG报告:p49:b3,found,true,,反腐败培训受训总人次 | 董事 | 人次 | 16,反腐败培训受训总人次 | 董事 | 人次 | 16,49,603257_中国瑞林_2025_ESG报告:p49:b3,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
131,603257_中国瑞林_2025_ESG报告,e_ghg_scope1,error,143.54,吨二氧化碳当量,范围1直接碳排放量 | 吨二氧化碳当量 | 143.54,48,603257_中国瑞林_2025_ESG报告:p48:b4,found,143.54,吨二氧化碳当量,,温室气体排放 | 范围1直接碳排放量 $^{1}$ | 吨二氧化碳当量 | 143.54,48,603257_中国瑞林_2025_ESG报告:p48:b4,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
132,603257_中国瑞林_2025_ESG报告,e_ghg_scope2,error,502.10,吨二氧化碳当量,范围2间接碳排放量 | 吨二氧化碳当量 | 502.10,48,603257_中国瑞林_2025_ESG报告:p48:b4,found,502.10,吨二氧化碳当量,,范围2间接碳排放量 $^{1}$ | 吨二氧化碳当量 | 502.10,48,603257_中国瑞林_2025_ESG报告:p48:b4,table,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
133,603260_合盛硅业_2025_可持续发展报告,s_safety,error,,,合盛硅业严格遵循国家《安全生产法》等法律法规，构建完备的安全管理体系与制度框架，完善员工安全风险防控机制，落实企业安全文化建设，通过常态化组织应急演练、系统化开展隐患排查治理等举措，全方位守护员工职业健康与企业生产安全。,59,603260_合盛硅业_2025_可持续发展报告:p59:b1,found,,,合盛硅业严格遵循国家《安全生产法》《职业病防治法》等相关法律法规要求，构建完备的安全管理体系与制度框架，完善员工安全风险防控机制，落实企业安全文化建设，通过常态化组织应急演练、系统化开展隐患排查治理等举措，全方位守护员工职业健康与企业生产安全，筑牢坚实安全屏障。截至报告期末，14家子公司已取得ISO 45001职业健康安全管理体系认证证书。,合盛硅业严格遵循国家《安全生产法》《职业病防治法》等相关法律法规要求，构建完备的安全管理体系与制度框架，完善员工安全风险防控机制，落实企业安全文化建设，通过常态化组织应急演练、系统化开展隐患排查治理等举措，全方位守护员工职业健康与企业生产安全，筑牢坚实安全屏障。截至报告期末，14家子公司已取得ISO 45001职业健康安全管理体系认证证书。,59,603260_合盛硅业_2025_可持续发展报告:p59:b1,paragraph,候选块直接披露该指标，证据为同一候选块中的连续逐字原文。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
134,603272_ST联翔_2025_ESG暨社会责任报告,e_fuel_consumption,error,336.37,吨标准煤,能源消耗量 | 吨标准煤 | 478.98 | 396.31 | 336.37 直接能源消耗量 | 吨标准煤 | 200.19 | 142.03 | 76.39 间接能源消耗量 | 吨标准煤 | 278.79 | 254.27 | 259.98,33,603272_ST联翔_2025_ESG暨社会责任报告:p33:b0,found,1.16,吨,,柴油用量 | 吨 | 0.86 | 1.04 | 1.16,33,603272_ST联翔_2025_ESG暨社会责任报告:p33:b0,table,原答案误取能源总量；已改用候选块明确列示的具名燃料及其数值、单位。,codex-agent-b,2026-08-23T16:18:18.785641+00:00
