report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,llm_confidence,llm_reason,source_candidate_count,elapsed_seconds,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,raw_response,review_label,review_notes,manual_label,manual_notes
002011_盾安环境_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.048,吨,,氨氮(NH3-N) | 吨 | 0.048 | 0.125 | 0.063,22,002011_盾安环境_2025_ESG报告:p22:b0,table,0.0000,明确数值匹配,3,0.838,false,false,none,,,,,,
002035_华帝股份_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.006,吨,,外排废水氨氮量 | 吨 | 0.006 | 0.006 | -,46,002035_华帝股份_2025_ESG报告:p46:b1,table,0.0000,明确数值匹配,2,0.819,false,false,none,,,,,,
002035_华帝股份_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,0.013,吨,,外排废水COD(化学需氧量)量 | 吨 | 0.013 | 0.012 | -,46,002035_华帝股份_2025_ESG报告:p46:b1,table,0.0000,明确数值,1,0.855,false,false,none,,,,,,
002035_华帝股份_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,530,吨二氧化碳当量,,温室气体排放总量 | 吨二氧化碳当量 | 530 | 550 | 650,46,002035_华帝股份_2025_ESG报告:p46:b1,table,0.0000,明确数值,2,0.838,false,false,none,,,,,,
002079_苏州固锝_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,22382.07,吨二氧化碳当量,,"温室气体排放总量 22,382.07 吨二氧化碳当量",8,002079_苏州固锝_2025_ESG报告:p8:b39,list,0.0000,明确数值匹配,3,0.829,false,false,none,,,,,,
002326_永太科技_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"278,203.99",吨二氧化碳当量,,"温室气体排放总量 | 吨二氧化碳当量 | 278,203.99",48,002326_永太科技_2025_ESG报告:p48:b5,table,0.0000,明确数值匹配,3,0.892,false,false,none,,,,,,
002444_巨星科技_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.58,吨,,氨氮含量(NH3-N) | 吨 | 0.58,19,002444_巨星科技_2025_ESG报告:p19:b1,table,0.0000,明确数值匹配,2,0.738,false,false,none,,,,,,
002444_巨星科技_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,4.59,吨,,化学需氧量(COD) | 吨 | 4.59,19,002444_巨星科技_2025_ESG报告:p19:b1,table,0.0000,明确数值匹配,2,0.713,false,false,none,,,,,,
002444_巨星科技_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"5,142.79",吨二氧化碳当量(tCO2e),,"2025年 温室气体排放总量(范围一+范围二) | 吨二氧化碳当量(tCO2e) | 5,142.79",46,002444_巨星科技_2025_ESG报告:p46:b3,table,0.0000,明确数值匹配,1,0.885,false,false,none,,,,,,
002490_山东墨龙_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,3.95,毫克/升,,氨氮(NH3-N) | 毫克/升 | 3.95,34,002490_山东墨龙_2025_ESG报告:p34:b12,table,0.0000,明确数值匹配,2,0.835,false,false,none,,,,,,
002490_山东墨龙_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,285.00,毫克/升,,化学需氧量(COD) | 毫克/升 | 285.00,34,002490_山东墨龙_2025_ESG报告:p34:b12,table,0.0000,明确数值,2,0.882,false,false,none,,,,,,
002568_百润股份_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"76,683.89",吨二氧化碳当量,,"温室气体排放总量(范围一和范围二) | 吨二氧化碳当量 | 75,266.79 | 76,683.89",47,002568_百润股份_2025_ESG报告:p47:b1,table,0.0000,明确数值,2,0.852,false,false,none,,,,,,
002649_博彦科技_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"6,603.47",吨二氧化碳当量,,"温室气体排放总量(范围一+范围二) | 吨二氧化碳当量 | 6,603.47 | 7,174.96 | 6776.13",43,002649_博彦科技_2025_ESG报告:p43:b2,table,0.0000,明确数值,5,0.965,false,false,none,,,,,,
002782_可立克_2025_可持续发展报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.30,吨,,氨氮排放量 | 吨 | 0.30,34,002782_可立克_2025_可持续发展报告:p34:b3,table,0.0000,明确数值,2,0.763,false,false,none,,,,,,
002782_可立克_2025_可持续发展报告,e_cod,化学需氧量排放量,E,quantitative,found,6.15,吨,,化学需氧量排放量 | 吨 | 6.15,34,002782_可立克_2025_可持续发展报告:p34:b3,table,0.0000,明确数值,2,0.768,false,false,none,,,,,,
002782_可立克_2025_可持续发展报告,e_ghg_total,温室气体排放总量,E,quantitative,found,43672.58,吨二氧化碳当量,,"温室气体排放总量(范围一和范围二) | 吨二氧化碳当量 | 43,672.58",38,002782_可立克_2025_可持续发展报告:p38:b10,table,0.0000,明确数值,2,0.876,false,false,none,,,,,,
002849_威星智能_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"2,808",吨,,"温室气体排放总量:2,808吨,同比下降:1.2%",9,002849_威星智能_2025_ESG报告:p9:b0,table,0.0000,明确数值,3,0.800,false,false,none,,,,,,
002958_青农商行_2025_可持续发展报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"24,348.58",吨二氧化碳当量(tCO2e),,"温室气体排放总量 | 吨二氧化碳当量(tCO2e) | 24,348.58",30,002958_青农商行_2025_可持续发展报告:p30:b5,table,0.0000,明确数值,2,0.898,false,false,none,,,,,,
002999_天禾股份_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"1,746.54",吨二氧化碳当量,,"温室气体排放总量(范围一+范围二) | 1,746.54吨二氧化碳当量",7,002999_天禾股份_2025_ESG报告:p7:b9,table,0.0000,明确数值匹配,2,0.761,false,false,none,,,,,,
003030_祖名股份_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,10,mg/L,,安吉基地的内部管控标准为COD≤100mg/L、氨氮≤10mg/L、总磷≤8mg/L。,32,003030_祖名股份_2025_ESG报告:p32:b7,list,0.0000,明确数值,3,0.821,false,false,none,,,,,,
003030_祖名股份_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,158907.77,吨二氧化碳当量,,"温室气体排放总量 | 吨二氧化碳当量 | 158,907.77",28,003030_祖名股份_2025_ESG报告:p28:b11,table,0.0000,明确数值,2,0.854,false,false,none,,,,,,
00568_山东墨龙_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,3.95,毫克/升,,氨氮（NH3-N） | 毫克/升 | 3.95,68,00568_山东墨龙_2025_ESG报告:p68:b1,table,0.0000,明确数值,2,0.879,false,false,none,,,,,,
00568_山东墨龙_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,285.00,毫克/升,,化學需氧量（COD） | 毫克/升 | 285.00,68,00568_山东墨龙_2025_ESG报告:p68:b1,table,0.0000,明确数值,2,0.899,false,false,none,,,,,,
00666_瑞浦兰钧_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.20,噸,,氨氮排放量 | 噸 | 0.20 | 0.09 | 0.39,54,00666_瑞浦兰钧_2025_ESG报告:p54:b2,table,0.0000,明确数值匹配,2,0.857,false,false,none,,,,,,
00666_瑞浦兰钧_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,2.11,噸,,COD排放量 | 噸 | 2.11 | 1.66 | 2.93,54,00666_瑞浦兰钧_2025_ESG报告:p54:b2,table,0.0000,明确数值匹配,2,0.860,false,false,none,,,,,,
02402_亿华通_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,0.1,噸,,化學需氧量(COD)排放量 | 噸 | 0.1 | 0.8 | 5.3,52,02402_亿华通_2025_ESG报告:p52:b3,table,0.0000,明确数值匹配,1,0.773,false,false,none,,,,,,
300035_中科电气_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"570,468.12",吨二氧化碳当量,,"二氧化碳排放量 | 吨二氧化碳当量 | $570,468.12^9$ | 440,012.61 | 348,754.82",63,300035_中科电气_2025_ESG报告:p63:b2,table,0.0000,明确数值,1,0.913,false,false,none,,,,,,
300068_ST南都_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,0.16,吨,,氨氮 | 吨 | 0.16 | 0.74 | 0.91,41,300068_ST南都_2025_ESG报告:p41:b0,table,0.0000,明确数值匹配,1,0.833,false,false,none,,,,,,
300068_ST南都_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,10.95,吨,,化学需氧量(COD) | 10.95(吨) | 是 | 70.148(吨) | 无,29,300068_ST南都_2025_ESG报告:p29:b4,table,0.0000,明确数值匹配,2,0.898,false,false,none,,,,,,
300100_双林股份_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"85,192.88",吨二氧化碳当量,,"温室气体排放总量(范围1及2) | 吨二氧化碳当量 | 85,192.88",35,300100_双林股份_2025_ESG报告:p35:b10,table,0.0000,明确数值匹配,1,0.894,false,false,none,,,,,,
300149_睿智医药_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,11.12,吨,,化学需氧量(COD)排放量 | 吨 | 14.05 | 11.12,40,300149_睿智医药_2025_ESG报告:p40:b0,table,0.0000,明确数值匹配,3,0.832,false,false,none,,,,,,
300149_睿智医药_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"21,429.17",吨二氧化碳当量,,"温室气体排放总量 | 吨二氧化碳当量 | 21,429.17 | 19,352.83",40,300149_睿智医药_2025_ESG报告:p40:b0,table,0.0000,明确数值匹配,1,0.844,false,false,none,,,,,,
300212_易华录_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,85.75,吨二氧化碳当量,,2025年 温室气体排放总量 | 吨二氧化碳当量 | 85.75,20,300212_易华录_2025_ESG报告:p20:b11,table,0.0000,明确数值匹配,1,0.803,false,false,none,,,,,,
300261_雅本化学_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"85,021.70",吨二氧化碳当量,,"基准期(2022年) | 2025年 温室气体排放总量(范围1&2)(吨二氧化碳当量) | 85,021.70 | 69,477.00",25,300261_雅本化学_2025_ESG报告:p25:b26,table,0.0000,明确数值,2,0.848,false,false,none,,,,,,
300597_吉大通信_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,132.77,吨二氧化碳当量,,温室气体排放总量 | 吨二氧化碳当量 | 132.77,36,300597_吉大通信_2025_ESG报告:p36:b2,table,0.0000,明确数值匹配,2,0.776,false,false,none,,,,,,
300832_新产业_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,17071.48,吨二氧化碳当量,,"2025年，公司运营所产生的二氧化碳排放总量（范围1和范围2）为17,071.48吨二氧化碳当量，其中直接排放量（范围1）为2,589.96吨二氧化碳当量，间接排放量（范围2）为14,481.52吨二氧化碳当量，碳排放强度为0.0373吨二氧化碳当量/万元<sup>①</sup>。",30,300832_新产业_2025_ESG报告:p30:b1,paragraph,0.0000,明确数值匹配,2,1.027,false,false,none,,,,,,
300834_星辉环材_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,0.144,吨/年,,化学需氧量 | 0.144 | 6.863%,17,300834_星辉环材_2025_ESG报告:p17:b3,table,0.0000,明确数值匹配,1,0.767,false,false,none,,,,,,
300949_奥雅股份_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,1280,吨CO₂e,,2025年完成全公司碳盘查，范围1+2碳排放总量1280吨CO₂e，同比下降10%。,23,300949_奥雅股份_2025_ESG报告:p23:b1,paragraph,0.0000,明确数值和单位,1,0.779,false,false,none,,,,,,
301043_绿岛风_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,found,0.708,t/a,,COD | 间接排放 | 1 | 污水处理车间 | 20 | 50 | 0.708t/a | 0.957t/a | 无,28,301043_绿岛风_2025_ESG报告:p28:b2,table,0.0000,明确数值匹配,1,0.808,false,false,none,,,,,,
301073_君亭酒店_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,27470.27,吨二氧化碳当量,,"温室气体排放总量 | 吨二氧化碳当量 | 24,046.39 | 27,470.27 | 27,313.69",64,301073_君亭酒店_2025_ESG报告:p64:b4,table,0.0000,明确数值,2,0.889,false,false,none,,,,,,
301185_鸥玛软件_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,589.71,吨CO_2,,温室气体排放总量(范围1+范围2) | $吨CO_2$ | 589.71,48,301185_鸥玛软件_2025_ESG报告:p48:b2,table,0.0000,明确数值匹配,2,0.797,false,false,none,,,,,,
301308_江波龙_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,52.53,吨,,氨氮排放总量 | 吨 | 52.53,78,301308_江波龙_2025_ESG报告:p78:b0,table,0.0000,明确数值匹配,1,0.768,false,false,none,,,,,,
301370_国科恒泰_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"3,069.87",tCO2e,,"2025年 温室气体排放总量 | tCO2e | 3,069.87",40,301370_国科恒泰_2025_ESG报告:p40:b13,table,0.0000,明确数值匹配,1,0.803,false,false,none,,,,,,
301522_上大股份_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,1.97,吨,,氨氮排放量 | 吨 | 1.97 | 9.89,27,301522_上大股份_2025_ESG报告:p27:b21,table,0.0000,明确数值匹配,4,0.794,false,false,none,,,,,,
301599_理奇智能_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,989.02,吨二氧化碳当量,,温室气体排放总量为 989.02 吨二氧化碳当量。,25,301599_理奇智能_2025_ESG报告:p25:b14,paragraph,0.0000,明确数值和单位,1,0.746,false,false,none,,,,,,
600009_上海机场_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,found,1.78,吨,,氨氮( $NH_3-N$ ) | 吨 | 1.78,65,600009_上海机场_2025_ESG报告:p65:b0,table,0.0000,明确数值匹配,2,0.752,false,false,none,,,,,,
600009_上海机场_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,"232,807.05",吨 $CO_2e$,,"温室气体排放总量 | 吨 $CO_2e$ | 232,807.05",65,600009_上海机场_2025_ESG报告:p65:b0,table,0.0000,明确数值匹配,3,0.833,false,false,none,,,,,,
600021_上海电力_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,found,4494.38,万吨二氧化碳当量,,温室气体排放总量 | 万吨二氧化碳当量 | 4626.66 | 4494.38,15,600021_上海电力_2025_ESG报告:p15:b5,table,0.0000,明确数值匹配,4,1.021,false,false,none,,,,,,
