report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,llm_confidence,llm_reason,source_candidate_count,elapsed_seconds,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,raw_response
600261_阳光照明_2025_ESG报告,g_business_ethics,商业道德,G,boolean,found,true,,公司建立透明化沟通机制与内部监督体系，强化员工培训与道德文化建设，通过定期第三方审核确保合规合法，积极倡导公平市场竞争环境。,公司在业务开展过程中严格把控关键环节，防范商业贿赂与不正当竞争。建立透明化沟通机制与内部监督体系，强化员工培训与道德文化建设。通过定期第三方审核，确保各项运营活动合规合法。,14,600261_阳光照明_2025_ESG报告:p14:b6,paragraph,0.0000,明确披露商业道德机制,4,1.046,false,false,none,,
600261_阳光照明_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600261_阳光照明_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,阳光照明制定了《阳光照明信息披露制度》《信息披露暂缓与豁免业务内部管理制度》等文件，坚持高度合规的信息披露。,阳光照明秉持公开、透明的原则，严格遵守《中华人民共和国公司法》《中华人民共和国证券法》《上海证券交易所股票上市规则》等要求，制定了《阳光照明信息披露制度》《信息披露暂缓与豁免业务内部管理制度》等文件，坚持高度合规的信息披露。,12,600261_阳光照明_2025_ESG报告:p12:b3,paragraph,0.0000,明确披露制度,5,0.985,false,false,none,,
600261_阳光照明_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,found,,,公司建立常态化与动态管理相结合的沟通机制，设立投资者热线、电子信箱、网站互动平台及上证E互动，及时回复投资者咨询，举办业绩说明会并接待机构投资者，维护公司形象与股东权益。,公司始终坚持“尊重投资者，回报投资者”的理念，最大限度地保障全体股东的合法权益，与投资者开展多层次、全方位的互动与交流，通过建立常态化与动态管理相结合的沟通机制，进一步健全投资者交流平台，提高投资者对企业的认知度，实现公司信息与价值在资本市场的有效传播，树立在资本市场良好的企业形象。公司设立专人接听的投资者热线，公司传、电子信箱、网站互动平台、上证E互动均运转良好，及时回复。,13,600261_阳光照明_2025_ESG报告:p13:b8,paragraph,0.0000,明确披露投资者关系机制,3,1.120,false,false,none,,
600261_阳光照明_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600261_阳光照明_2025_ESG报告,g_audit_committee,审计委员会,G,boolean,found,true,,董事会下辖审计委员会，明确职权范围。,阳光照明董事会下辖四个专门委员会，包括战略委员会、审计委员会、薪酬与考核委员会、提名委员会。董事会及各委员会明确职权范围，了解实施细则，高效执行各项管理决策职能。,12,600261_阳光照明_2025_ESG报告:p12:b14,paragraph,0.0000,明确提及审计委员会,3,0.828,false,false,none,,
600261_阳光照明_2025_ESG报告,g_party_building,党建工作,G,boolean,found,true,,公司党委持续深化党建理念，推动党建与生产经营深度融合，设立党员示范岗和责任区，党建品牌获区级肯定。,公司党委在抓党建打基础、抓班子带队伍、抓廉洁涵养生态、抓融合促发展上持续用力，党建工作标准化、规范化水平进一步提升。坚持党建工作与生产经营深度融合，在技术创新、生产管理、市场拓展等关键岗位，党员骨干冲锋在前，“党员示范岗”“党员责任区”常态化运行，有效提升了工作质量和效率。,11,600261_阳光照明_2025_ESG报告:p11:b13,paragraph,0.0000,明确提及党建机制,5,1.010,false,false,none,,
600261_阳光照明_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,found,"1,058.31",tCO2e,,"直接排放(范畴一) | 1,058.31 | 650.99",17,600261_阳光照明_2025_ESG报告:p17:b8,table,0.0000,明确数值匹配,1,0.757,false,false,none,,
600261_阳光照明_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,found,"9,795.19",tCO2e,,"间接排放(范畴二) | 9,795.19 | 2,268.81",17,600261_阳光照明_2025_ESG报告:p17:b8,table,0.0000,明确数值匹配,1,0.737,false,false,none,,
600261_阳光照明_2025_ESG报告,e_renewable_energy,可再生能源使用量,E,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600261_阳光照明_2025_ESG报告,s_training,员工培训,S,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600261_阳光照明_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600278_东方创业_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600278_东方创业_2025_ESG报告,e_ghg_intensity,温室气体排放强度,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600278_东方创业_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,missing,,,,,,,,0.0000,,1,0.570,false,false,none,,
600278_东方创业_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,found,true,,公司系统识别和评估气候风险与机遇，提升应对能力,公司围绕气候变化相关议题，系统识别和评估短期、中期及长期的气候风险与机遇，提升对转型风险与物理风险的应对能力。,25,600278_东方创业_2025_ESG报告:p25:b7,paragraph,0.0000,明确披露气候风险管理机制,1,0.764,false,false,none,,
600278_东方创业_2025_ESG报告,e_energy_total,能源消耗总量,E,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600278_东方创业_2025_ESG报告,e_electricity_total,耗电量,E,quantitative,found,9998964,千瓦时(kWh),,"能源利用^2$ | 电力消耗总量 | 千瓦时(kWh) | 9,998,964",36,600278_东方创业_2025_ESG报告:p36:b9,table,0.0000,明确数值匹配,1,0.847,false,false,none,,
600278_东方创业_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,found,365530,升(L),,"柴油消耗总量 | 升(L) | 365,530",36,600278_东方创业_2025_ESG报告:p36:b9,table,0.9500,明确数值匹配,4,0.879,false,false,none,,
600278_东方创业_2025_ESG报告,e_water_total,总用水量,E,quantitative,found,169610,吨,,"总取水量 | 吨 | 169,610",36,600278_东方创业_2025_ESG报告:p36:b9,table,0.0000,明确数值匹配,3,0.857,false,false,none,,
600278_东方创业_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600278_东方创业_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600278_东方创业_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,missing,,,,,,,,0.0000,,3,0.690,false,false,none,,
600278_东方创业_2025_ESG报告,e_hazardous_waste,危险废弃物产生量,E,quantitative,missing,,,,,,,,0.0000,,1,0.565,false,false,none,,
600278_东方创业_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600278_东方创业_2025_ESG报告,e_waste_recycling,废弃物回收利用量,E,quantitative,found,100%,%,,包装废弃物回收率达 100%。,28,600278_东方创业_2025_ESG报告:p28:b18,paragraph,0.0000,明确数值,2,0.663,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,
600278_东方创业_2025_ESG报告,e_air_pollutants,大气污染物排放,E,quantitative,found,9359.37,kg,,"物流集团 废气总量 | kg | 9,359.37",28,600278_东方创业_2025_ESG报告:p28:b12,table,0.0000,明确数值和单位,4,0.893,false,false,none,,
600278_东方创业_2025_ESG报告,e_nox,氮氧化物排放量,E,quantitative,found,"8,504.27",kg,,"氮氧化物( $NO_{x}$ ) | kg | 8,504.27",28,600278_东方创业_2025_ESG报告:p28:b12,table,0.0000,明确数值匹配,3,0.905,false,false,none,,
600278_东方创业_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600278_东方创业_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,found,222.11,kg,,颗粒物(PM) | kg | 222.11,28,600278_东方创业_2025_ESG报告:p28:b12,table,0.0000,明确数值匹配,3,0.854,false,false,none,,
600278_东方创业_2025_ESG报告,e_environmental_penalty,环境处罚,E,boolean,missing,,,,,,,,0.0000,,1,0.567,false,false,none,,
600278_东方创业_2025_ESG报告,e_biodiversity,生物多样性保护,E,boolean,missing,,,,,,,,0.0000,,1,0.546,false,false,none,,
600278_东方创业_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,found,,,公司开发BioFleax全生物基PEF毛衫等绿色产品，完成GRS、OCS、BCI、RDS等环保认证，入选2025年度十大类纺织创新产品。,"开发绿色材料产品(如BioFleax全生物基PEF毛衫),完成GRS、OCS、BCI、RDS等环保认证续证",25,600278_东方创业_2025_ESG报告:p25:b8,table,0.0000,明确提及绿色产品开发及认证,5,0.994,false,false,none,,
600278_东方创业_2025_ESG报告,e_green_office,绿色办公,E,boolean,found,true,,荣恒公司完成上海办公室绿色办公改造，降低办公环节碳排放；公司持续推进 ERP 及 OA 系统优化，推动无纸化流程，减少资源消耗。,荣恒公司完成上海办公室绿色办公改造，降低办公环节碳排放；公司持续推进 ERP 及 OA 系统优化，推动无纸化流程，减少资源消耗。,26,600278_东方创业_2025_ESG报告:p26:b18,paragraph,0.0000,明确披露绿色办公措施,5,0.998,false,false,none,,
600278_东方创业_2025_ESG报告,s_employee_total,员工总数,S,quantitative,found,"9,486",人,,"员工总数 | 人 | 9,486",37,600278_东方创业_2025_ESG报告:p37:b0,table,0.0000,明确数值,2,0.803,false,false,none,,
600278_东方创业_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,found,6646,人,,"2025年,公司共有员工9,486人,其中女性员工6,646人,外籍员工7,037人,多元包容氛围日益浓厚。",32,600278_东方创业_2025_ESG报告:p32:b2,table,0.0000,明确数值匹配,3,0.906,false,false,none,,
600278_东方创业_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,found,,,公司建立了完善的工会管理体系和多元包容的员工福利体系，涵盖社会保险、带薪休假、节日关怀及文体活动等，关注员工身心健康，关怀困难员工群体。,公司为全体员工建立了覆盖全面的福利保障体系，涵盖社会保险、带薪休假、节日关怀及文体活动等多元内容，致力于丰富员工文化生活，关注员工身心健康。同时，公司持续关怀困难员工群体，营造关爱互助、和谐稳定的工作环境。,33,600278_东方创业_2025_ESG报告:p33:b15,paragraph,0.0000,明确提及福利体系内容,4,0.995,false,false,none,,
600278_东方创业_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,found,,,公司制定并完善多项制度文件，建立工会管理体系，通过民主协商与职代会机制保障员工权益，推动劳动关系和谐发展。,公司高度重视民主协商机制建设，制定并持续完善《东方国际创业股份有限公司厂务公开民主管理工作制度》《东方国际创业股份有限公司职工代表大会制度》及《东方国际创业股份有限公司集体协商与集体合同管理制度》等制度文件，为保障员工权益、促进劳动关系和谐发展提供制度支撑。在集体协商过程中，公司充分听取职工意见，确保协商内容真实反映员工诉求，持续推动企业与员工之间的良性沟通与协同发展。,32,600278_东方创业_2025_ESG报告:p32:b7,paragraph,0.9500,制度文件明确提及员工权益保障,5,1.186,false,false,none,,
600278_东方创业_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,missing,,,,,,,,0.0000,,5,0.659,false,false,none,,
600278_东方创业_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,found,,,公司制定并实施《职业健康与安全政策》，持续完善职业健康与安全管理体系建设，致力于为全体员工营造健康、安全、舒适的工作环境。,东方创业以“安全第一、预防为主、综合治理”为指导方针，严格遵守《中华人民共和国安全生产法》《中华人民共和国劳动法》《中华人民共和国职业病防治法》等法律法规及行业标准，制定并实施《职业健康与安全政策》，持续完善职业健康与安全管理体系建设，致力于为全体员工营造健康、安全、舒适的工作环境。,35,600278_东方创业_2025_ESG报告:p35:b22,paragraph,0.0000,明确提及职业健康政策,5,1.100,false,false,none,,
600278_东方创业_2025_ESG报告,s_safety,安全生产,S,qualitative,found,,,公司建立安全生产责任制和安委会，制定并实施《职业健康与安全政策》，通过ISO 45001认证，确保安全管理有效落实。,东方创业以“安全第一、预防为主、综合治理”为指导方针，严格遵守《中华人民共和国安全生产法》《中华人民共和国劳动法》《中华人民共和国职业病防治法》等法律法规及行业标准，制定并实施《职业健康与安全政策》，持续完善职业健康与安全管理体系建设，致力于为全体员工营造健康、安全、舒适的工作环境。,35,600278_东方创业_2025_ESG报告:p35:b22,paragraph,0.0000,明确披露安全生产政策,5,1.053,false,false,none,,
600278_东方创业_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600278_东方创业_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,found,,,东方创业将产品质量视为企业生存与发展的基石，持续完善质量管理体系，推动技术创新与流程优化，确保产品稳定可靠、服务高效优质，为客户创造长期价值。,东方创业将产品质量视为企业生存与发展的基石，持续完善质量管理体系，推动技术创新与流程优化，确保产品稳定可靠、服务高效优质，为客户创造长期价值。,21,600278_东方创业_2025_ESG报告:p21:b1,paragraph,0.0000,直接引用质量管理体系描述,5,1.033,false,false,none,,
600278_东方创业_2025_ESG报告,s_customer_satisfaction,客户满意度,S,quantitative,missing,,,,,,,,0.9500,明确数值 conservative_missing,5,0.908,false,false,conservative_missing,customer satisfaction requires an explicit satisfaction/NPS numeric value,
600278_东方创业_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,found,0,项,,客户投诉量 | 项 | 0,37,600278_东方创业_2025_ESG报告:p37:b0,table,0.9500,明确数值0,4,0.838,false,false,none,,
600278_东方创业_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司建立健全信息安全治理架构，设立信息安全工作小组负责日常管理,东方创业深知数据安全与客户隐私保护是公司可持续发展的基石。公司建立健全了由决策、管理与执行三个层级构成的信息安全治理架构，确保信息安全战略与公司业务目标相协调，并有效落实监督职责。,15,600278_东方创业_2025_ESG报告:p15:b12,paragraph,0.0000,明确披露治理架构,5,1.019,false,false,none,,
600278_东方创业_2025_ESG报告,s_research_development,研发投入,S,quantitative,found,1450.89,万元,,研发投入金额 1450.89 万元,20,600278_东方创业_2025_ESG报告:p20:b23,paragraph,0.0000,明确数值,4,0.894,false,false,none,,
600278_东方创业_2025_ESG报告,s_patents,专利数量,S,quantitative,found,10,件,,有效专利总数 | 件 | 10,37,600278_东方创业_2025_ESG报告:p37:b0,table,0.9500,明确数值与单位,4,0.849,false,false,none,,
600278_东方创业_2025_ESG报告,s_supplier,供应商管理,S,boolean,found,true,,公司建立系统化的供应商管理体系，包括准入、评估与退出全流程管理，覆盖供应商合规审查及社会责任尽职调查。,"公司通过供应商管理机制识别并管控与员工权益相关的潜在风险,建立覆盖供应商准入、评估与退出的全流程管理体系。包括新供应商准入评审、定期复评及黑名单管理等措施,由业务部门与相关职能部门协同开展能力评估与风险分级管理,并建立异常供应商申诉与处置机制,保障供应链稳定运行及员工权益。",22,600278_东方创业_2025_ESG报告:p22:b2,table,0.0000,明确披露供应商管理体系,5,1.061,false,false,none,,
600278_东方创业_2025_ESG报告,s_community_investment,公益慈善投入,S,quantitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600278_东方创业_2025_ESG报告,s_volunteer_hours,志愿服务时长,S,quantitative,found,877,小时,,员工志愿服务总时长 | 小时 | 877,37,600278_东方创业_2025_ESG报告:p37:b0,table,0.0000,明确数值匹配,5,0.827,false,false,none,,
600278_东方创业_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,found,,,公司通过党建联建、资金帮扶、消费帮扶和产业联动等方式推进乡村振兴，与崇明庙镇多个村开展结对帮扶，提供专项帮扶资金并采购扶贫产品。,"物流集团 | 党委与崇明庙镇猛东村党总支结对帮扶 | 党委书记牵头,党组织结对 商业公司 | 党委与崇明庙镇镇东村党总支结对帮扶 | 党委书记参加结对签约,专项工作小组推进 外贸公司 | 党委与崇明庙镇小竖村党总支结对帮扶 | 党委统一部署,每年提供帮扶款 新联纺 | 采购扶贫产品及联建新农村产品 | 工会、采购部门协同落实",31,600278_东方创业_2025_ESG报告:p31:b5,table,0.9500,证据明确披露乡村振兴措施,5,1.320,false,false,none,,
600278_东方创业_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,found,true,,公司建立并完善了多项制度体系，严格遵守相关法律法规，保障员工合法权益。,公司严格遵守《中华人民共和国劳动法》《中华人民共和国未成年人保护法》《禁止使用童工规定》《中华人民共和国妇女权益保障法》等法律法规，建立并完善《员工手册》《员工行为准则》《劳动用工管理规定》《绩效考核办法》《薪酬分配管理办法》等制度体系，依法规范劳动用工管理，确保与员工签订劳动合同，切实保障员工合法权益。,32,600278_东方创业_2025_ESG报告:p32:b4,paragraph,0.0000,明确披露制度体系,2,1.002,false,false,none,,
600278_东方创业_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,人,,董事会成员男女比例为 7 : 2,11,600278_东方创业_2025_ESG报告:p11:b14,paragraph,0.0000,明确提及董事会成员比例,3,0.727,true,false,final_unit_normalization,根据指标元数据和证据语义补充单位 人。,
600278_东方创业_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,6:3,,,非独立董事和独立董事比例为 6 : 3,11,600278_东方创业_2025_ESG报告:p11:b15,paragraph,0.0000,明确给出比例,2,0.744,false,true,none,quantitative found result lacks numeric value or unit in evidence_quote,
600278_东方创业_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,found,7:2,,,董事会成员男女比例为 7 : 2,11,600278_东方创业_2025_ESG报告:p11:b14,paragraph,0.0000,明确提及比例,3,0.709,false,true,none,quantitative found result lacks numeric value or unit in evidence_quote,
600278_东方创业_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,found,10,次,,董事会召开次数 | 10次 | 审议事项数 | 47项,11,600278_东方创业_2025_ESG报告:p11:b16,table,0.0000,明确提及董事会召开次数10次,2,0.771,false,false,none,,
600278_东方创业_2025_ESG报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,3,次,,股东会召开次数 | 3次 | 审议事项数 | 17项,11,600278_东方创业_2025_ESG报告:p11:b16,table,0.0000,明确提及3次,5,0.881,false,false,none,,
600278_东方创业_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,missing,,,,,,,,0.0000,,1,0.643,false,false,none,,
600278_东方创业_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,found,,,公司致力于构建可持续供应链，将可持续发展理念融入采购与供应链管理全过程，优先选择具备良好可持续发展绩效的供应商，推动产业链高质量发展。,"公司将可持续发展理念融入采购与供应链管理全过程,通过责任采购保障员工权益,积极响应联合国可持续发展目标。优先选择具备良好可持续发展绩效的供应商,持续提升产品与服务质量,携手合作伙伴推动产业链高质量发展。",22,600278_东方创业_2025_ESG报告:p22:b2,table,0.0000,明确提及战略目标,4,0.956,false,false,none,,
600278_东方创业_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,found,,,公司建立实质性议题常态化审阅机制，通过访谈与问卷调研深入倾听利益相关方声音，系统识别与判定其在环境、社会及管治领域的建议与期望，确立19项核心ESG实质性议题。,公司建立实质性议题常态化审阅机制，确保各项议题与公司所处行业高度契合。2024 年，公司通过访谈与问卷调研，深入倾听利益相关方声音，系统识别与判定其在环境、社会及管治领域的建议与期望，最终确立了 19 项核心 ESG 实质性议题，为信息披露的实质性与完整性奠定基础。,8,600278_东方创业_2025_ESG报告:p8:b10,paragraph,0.0000,明确提及利益相关方沟通机制,5,1.243,false,false,none,,
600278_东方创业_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司通过分层分类开展反腐败专题培训，覆盖各级管理人员及关键岗位人员，不断提升全员廉洁从业意识。,公司持续加强廉洁文化建设，通过分层分类开展反腐败专题培训，覆盖各级管理人员及关键岗位人员，不断提升全员廉洁从业意识。,14,600278_东方创业_2025_ESG报告:p14:b20,paragraph,0.0000,明确提及反腐败培训,5,1.036,false,false,none,,
600278_东方创业_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,found,4,次,,反腐败培训开展次数 4 次,15,600278_东方创业_2025_ESG报告:p15:b3,paragraph,0.9500,明确数值,4,0.739,false,false,none,,
600278_东方创业_2025_ESG报告,g_compliance_management,合规管理,G,boolean,found,true,,公司建立健全内部合规管理体系，持续规范市场经营活动，强化员工公平竞争意识，确保各项业务在法治化、市场化轨道上稳健运行。,公司建立健全内部合规管理体系，持续规范市场经营活动，强化员工公平竞争意识，确保各项业务在法治化、市场化轨道上稳健运行。,15,600278_东方创业_2025_ESG报告:p15:b8,paragraph,0.0000,明确披露合规管理体系,5,0.959,false,false,none,,
600278_东方创业_2025_ESG报告,g_risk_management,风险管理体系,G,boolean,found,true,,公司构建了以股东会、董事会及高级管理层为核心的风险管理与合规治理架构，各治理主体权责分明、各司其职。董事会下设审计委员会等专门委员会，为风险管理与合规决策提供专业支持。内部审计部门独立向审计委员会汇报工作，定期对财务状况、内部控制及重大决策执行情况开展监督检查，确保风险管理体系有效运行。,公司构建了以股东会、董事会及高级管理层为核心的风险管理与合规治理架构，各治理主体权责分明、各司其职。董事会下设审计委员会等专门委员会，为风险管理与合规决策提供专业支持。内部审计部门独立向审计委员会汇报工作，定期对财务状况、内部控制及重大决策执行情况开展监督检查，确保风险管理体系有效运行。,13,600278_东方创业_2025_ESG报告:p13:b3,paragraph,0.0000,明确披露风险管理体系,5,1.224,false,false,none,,
600278_东方创业_2025_ESG报告,g_business_ethics,商业道德,G,boolean,found,true,,公司通过制度建设、监督检查和培训等措施强化商业道德管理，确保合规经营。,"在顶层设计层面,董事会负责商业道德建设的战略引领与监督,定期审议并批准防止利益冲突、重大决策管理等关键制度,确保合规治理体系的制度根基坚实稳固。在执行层面,管理层统筹推进商业道德制度的具体实施与落地,涵盖制度修订完善、日常监督检查及违规事项处理等环节,确保各项要求融入经营管理全过程。",14,600278_东方创业_2025_ESG报告:p14:b1,table,0.9500,明确披露商业道德制度,5,1.196,false,false,none,,
600278_东方创业_2025_ESG报告,g_tax_transparency,税务透明,G,qualitative,missing,,,,,,,,0.0000,,0,0.001,false,false,none,,
600278_东方创业_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,found,,,公司建立实质性议题常态化审阅机制，通过访谈与问卷调研识别利益相关方诉求，确立19项核心ESG实质性议题，确保信息披露的实质性与完整性。同时，依据最新法律法规修订信息披露相关制度，完善投资者关系管理体系。,公司建立实质性议题常态化审阅机制，确保各项议题与公司所处行业高度契合。2024 年，公司通过访谈与问卷调研，深入倾听利益相关方声音，系统识别与判定其在环境、社会及管治领域的建议与期望，最终确立了 19 项核心 ESG 实质性议题，为信息披露的实质性与完整性奠定基础。,8,600278_东方创业_2025_ESG报告:p8:b10,paragraph,0.0000,直接引用机制描述,5,1.250,false,false,none,,
600278_东方创业_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,found,,,公司持续完善投资者关系管理体系建设，修订相关制度，设立投资者关系专栏，通过多种渠道与投资者沟通，召开业绩说明会，及时回复投资者提问，维护投资者权益。,公司持续完善投资者关系管理体系建设，于 2025 年 8 月完成《投资者关系管理制度》《投资者调研和媒体采访接待管理制度》的修订，为规范、透明、高效的投资者沟通提供制度保障。,12,600278_东方创业_2025_ESG报告:p12:b1,paragraph,0.0000,证据明确披露制度建设,5,1.032,false,false,none,,
600278_东方创业_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,found,,,公司建立健全了由决策、管理与执行三个层级构成的信息安全治理架构，确保信息安全战略与公司业务目标相协调，并有效落实监督职责。,东方创业深知数据安全与客户隐私保护是公司可持续发展的基石。公司建立健全了由决策、管理与执行三个层级构成的信息安全治理架构，确保信息安全战略与公司业务目标相协调，并有效落实监督职责。,15,600278_东方创业_2025_ESG报告:p15:b12,paragraph,0.0000,明确披露治理架构,5,0.979,false,false,none,,
600278_东方创业_2025_ESG报告,g_audit_committee,审计委员会,G,boolean,found,true,,董事会下设审计委员会，行使监事会职权，负责审核财务信息及监督审计工作。,董事会下设审计委员会等专门委员会，为风险管理与合规决策提供专业支持。内部审计部门独立向审计委员会汇报工作，定期对财务状况、内部控制及重大决策执行情况开展监督检查，确保风险管理体系有效运行。,13,600278_东方创业_2025_ESG报告:p13:b3,paragraph,0.0000,明确提及审计委员会,5,0.891,false,false,none,,
600278_东方创业_2025_ESG报告,g_party_building,党建工作,G,boolean,found,true,,公司党委与崇明庙镇镇东村党总支开展结对帮扶，通过党建联建推动乡村振兴产业。,2025 年，商业公司党委与崇明庙镇镇东村党总支开展第五轮城乡党组织结对帮扶。公司党委书记代表党委签约，通过虹桥品汇平台助力直采中心建设，推动进口商品“进岛”与农副产品“出岛”双向互动。,31,600278_东方创业_2025_ESG报告:p31:b14,paragraph,0.0000,明确披露党建结对帮扶机制,5,1.000,false,false,none,,
600278_东方创业_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,found,13.96,吨二氧化碳当量,,范围1排放 | 吨二氧化碳当量 | 13.96,25,600278_东方创业_2025_ESG报告:p25:b13,table,0.9500,明确数值匹配,3,0.899,false,false,none,,
600278_东方创业_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,found,28.83,吨二氧化碳当量,,范围2排放 | 吨二氧化碳当量 | 28.83,25,600278_东方创业_2025_ESG报告:p25:b13,table,0.0000,明确数值匹配,3,0.868,false,false,none,,
600278_东方创业_2025_ESG报告,e_renewable_energy,可再生能源使用量,E,quantitative,missing,,,,,,,,0.0000,,1,0.638,false,false,none,,
600278_东方创业_2025_ESG报告,s_training,员工培训,S,quantitative,found,61441,小时,,"员工培训总时长 | 小时 | 61,441",37,600278_东方创业_2025_ESG报告:p37:b0,table,0.0000,明确数值匹配,4,0.812,false,false,none,,
600278_东方创业_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,found,,,公司延续2024年框架，结合业务特征与利益相关方关注，对议题评分进行微调，提升供应链韧性、服务质量等议题的财务重要性判断，使议题矩阵更贴合贸易与供应链平台型业务特征。,2025 年，公司在延续 2024 年双重重要性评估整体框架的基础上，结合主营业务特征、外部经营环境及利益相关方关注重点，对部分议题评分进行了适度微调。总体上，公司适度提升了对供应商管理、客户服务、风险及合规管理、信息安全、员工培训与发展等与供应链韧性、服务质量、稳健经营和组织能力相关议题的财务重要性判断；同时，对部分影响重要性评分进行了小幅校准，使议题矩阵更贴合公司贸易与供应链平台型业务特征。,8,600278_东方创业_2025_ESG报告:p8:b11,paragraph,0.0000,直接引用评估框架调整内容,2,1.243,false,false,none,,
600322_津投城开_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_ghg_intensity,温室气体排放强度,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_carbon_management,碳排放管理措施,E,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_climate_risk,气候风险管理,E,boolean,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_energy_total,能源消耗总量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_electricity_total,耗电量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_water_total,总用水量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
600322_津投城开_2025_ESG报告,e_cod,化学需氧量排放量,E,quantitative,missing,,,,,,,,0.0000,,0,0.000,false,false,none,,
