sample_order,task_id,dataset_version,report_id,indicator_id,indicator_name,dimension,indicator_type,stratum,pdf_path
265,ng1-0a9849bea4b12d,natural-gold-v1,601106_中国一重_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,S/boolean,data/raw_pdfs/601106_中国一重_2025_ESG报告.pdf
266,ng1-6ef4f45e9d522b,natural-gold-v1,600475_华光环能_2025_ESG报告,g_risk_management,风险管理体系,G,boolean,G/boolean,data/raw_pdfs/600475_华光环能_2025_ESG报告.pdf
267,ng1-0d067fbf454485,natural-gold-v1,300261_雅本化学_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,G/qualitative,data/raw_pdfs/300261_雅本化学_2025_ESG报告.pdf
268,ng1-b8982c5d74f88c,natural-gold-v1,603082_北自科技_2025_ESG报告,e_ammonia_nitrogen,氨氮排放量,E,quantitative,E/quantitative,data/raw_pdfs/603082_北自科技_2025_ESG报告.pdf
269,ng1-61f2a376eb5c2b,natural-gold-v1,002627_三峡旅游_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,G/quantitative,data/raw_pdfs/002627_三峡旅游_2025_ESG报告.pdf
270,ng1-67456271c4ee7e,natural-gold-v1,600805_悦达投资_2025_ESG报告,e_hazardous_waste,危险废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/600805_悦达投资_2025_ESG报告.pdf
271,ng1-9f9dcc98a5bf59,natural-gold-v1,000557_西部创业_2025_可持续发展报告,s_occupational_health,职业健康,S,qualitative,S/qualitative,data/raw_pdfs/000557_西部创业_2025_可持续发展报告.pdf
272,ng1-e9a57560fafbf7,natural-gold-v1,600396_华电辽能_2025_ESG报告,e_nox,氮氧化物排放量,E,quantitative,E/quantitative,data/raw_pdfs/600396_华电辽能_2025_ESG报告.pdf
273,ng1-2c334f6fe50505,natural-gold-v1,600331_宏达股份_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,G/boolean,data/raw_pdfs/600331_宏达股份_2025_ESG报告.pdf
274,ng1-935d7d54f04eb9,natural-gold-v1,002011_盾安环境_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,G/qualitative,data/raw_pdfs/002011_盾安环境_2025_ESG报告.pdf
275,ng1-608f78d5be163c,natural-gold-v1,002444_巨星科技_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,G/qualitative,data/raw_pdfs/002444_巨星科技_2025_ESG报告.pdf
276,ng1-6c5994fc8601ad,natural-gold-v1,600877_电科芯片_2025_ESG暨社会责任报告,s_safety,安全生产,S,qualitative,S/qualitative,data/raw_pdfs/600877_电科芯片_2025_ESG暨社会责任报告.pdf
277,ng1-6db2dcec190d4e,natural-gold-v1,688051_佳华科技_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,G/qualitative,data/raw_pdfs/688051_佳华科技_2025_ESG报告.pdf
278,ng1-e66f684c582642,natural-gold-v1,603051_鹿山新材_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,E/quantitative,data/raw_pdfs/603051_鹿山新材_2025_ESG报告.pdf
279,ng1-cf421f333e0029,natural-gold-v1,000526_学大教育_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,G/quantitative,data/raw_pdfs/000526_学大教育_2025_ESG报告.pdf
280,ng1-10d1e1ebf35880,natural-gold-v1,920019_铜冠矿建_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,E/quantitative,data/raw_pdfs/920019_铜冠矿建_2025_ESG报告.pdf
281,ng1-d1d51126a3b335,natural-gold-v1,600021_上海电力_2025_ESG报告,e_energy_total,能源消耗总量,E,quantitative,E/quantitative,data/raw_pdfs/600021_上海电力_2025_ESG报告.pdf
282,ng1-2e6d1fdb9f86a9,natural-gold-v1,01359_中国信达_2025_ESG暨社会责任报告,e_air_pollutants,大气污染物排放,E,quantitative,E/quantitative,data/raw_pdfs/01359_中国信达_2025_ESG暨社会责任报告.pdf
283,ng1-6e9d1d808044e9,natural-gold-v1,301599_理奇智能_2025_ESG报告,g_board_size,董事会人数,G,quantitative,G/quantitative,data/raw_pdfs/301599_理奇智能_2025_ESG报告.pdf
284,ng1-5500c17f76d665,natural-gold-v1,600331_宏达股份_2025_ESG报告,s_supplier,供应商管理,S,boolean,S/boolean,data/raw_pdfs/600331_宏达股份_2025_ESG报告.pdf
285,ng1-a796ff24b12b02,natural-gold-v1,000922_佳电股份_2026_ESG报告,g_party_building,党建工作,G,boolean,G/boolean,data/raw_pdfs/000922_佳电股份_2026_ESG报告.pdf
286,ng1-2e0c702972cb72,natural-gold-v1,601360_三六零_2025_ESG报告,e_waste_recycling,废弃物回收利用量,E,quantitative,E/quantitative,data/raw_pdfs/601360_三六零_2025_ESG报告.pdf
287,ng1-f717a916c3fe4a,natural-gold-v1,09668_渤海银行_2025_ESG暨社会责任报告,e_climate_risk,气候风险管理,E,boolean,E/boolean,data/raw_pdfs/09668_渤海银行_2025_ESG暨社会责任报告.pdf
288,ng1-9ffdd4bf9c1895,natural-gold-v1,000923_河钢资源_2025_ESG报告,e_voc,挥发性有机物排放量,E,quantitative,E/quantitative,data/raw_pdfs/000923_河钢资源_2025_ESG报告.pdf
289,ng1-f376db92b06401,natural-gold-v1,002849_威星智能_2025_ESG报告,e_renewable_energy,可再生能源使用量,E,quantitative,E/quantitative,data/raw_pdfs/002849_威星智能_2025_ESG报告.pdf
290,ng1-cfa349a368fa0d,natural-gold-v1,002011_盾安环境_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,S/qualitative,data/raw_pdfs/002011_盾安环境_2025_ESG报告.pdf
291,ng1-7ad6067f609bdc,natural-gold-v1,300982_苏文电能_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,G/qualitative,data/raw_pdfs/300982_苏文电能_2025_ESG报告.pdf
292,ng1-c0e4d12a7b8878,natural-gold-v1,000922_佳电股份_2026_ESG报告,s_customer_complaints,客户投诉,S,quantitative,S/quantitative,data/raw_pdfs/000922_佳电股份_2026_ESG报告.pdf
293,ng1-c0235af3eecff0,natural-gold-v1,002692_远程股份_2026_ESG报告,e_particulate,颗粒物排放量,E,quantitative,E/quantitative,data/raw_pdfs/002692_远程股份_2026_ESG报告.pdf
294,ng1-bd56e671177c84,natural-gold-v1,688015_交控科技_2025_ESG暨社会责任报告,e_green_office,绿色办公,E,boolean,E/boolean,data/raw_pdfs/688015_交控科技_2025_ESG暨社会责任报告.pdf
295,ng1-0cf26099287cd1,natural-gold-v1,000598_兴蓉环境_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,S/qualitative,data/raw_pdfs/000598_兴蓉环境_2025_ESG报告.pdf
296,ng1-54bdccfb4847cd,natural-gold-v1,600855_航天长峰_2025_ESG报告,s_product_quality,产品质量管理,S,qualitative,S/qualitative,data/raw_pdfs/600855_航天长峰_2025_ESG报告.pdf
297,ng1-73ab8242374941,natural-gold-v1,603808_歌力思_2025_ESG报告,e_nox,氮氧化物排放量,E,quantitative,E/quantitative,data/raw_pdfs/603808_歌力思_2025_ESG报告.pdf
298,ng1-8d3ae32f0c79eb,natural-gold-v1,603128_华贸物流_2025_ESG报告,s_volunteer_hours,志愿服务时长,S,quantitative,S/quantitative,data/raw_pdfs/603128_华贸物流_2025_ESG报告.pdf
299,ng1-b1c5163f5bd275,natural-gold-v1,600331_宏达股份_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,G/boolean,data/raw_pdfs/600331_宏达股份_2025_ESG报告.pdf
300,ng1-524e16c77f86e5,natural-gold-v1,603051_鹿山新材_2025_ESG报告,s_customer_satisfaction,客户满意度,S,quantitative,S/quantitative,data/raw_pdfs/603051_鹿山新材_2025_ESG报告.pdf
