report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,evidence_quote,page_no,block_id,block_type,error_category,root_cause,fix_strategy,raw_response
603013_亚普股份_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,error,0,次,产品召回/重大客户抱怨 | 0次 报告期内，公司未发生重大客户投诉与质量抱怨，质量业绩满足客户要求，产品质量稳定受控。,39,603013_亚普股份_2025_ESG报告:p39:b0,table,llm_error,证据明确披露重大客户抱怨为0次，且文字说明无重大投诉，数据清晰。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603082_北自科技_2025_ESG报告,e_green_product,绿色产品与服务,E,qualitative,error,,,公司不断深化绿色产品设计，积极推进数字孪生系统建设，并着力打造智慧物流仓储解决方案，以智慧化手段推动全链条低碳运营，助力实现低碳发展目标。,28,603082_北自科技_2025_ESG报告:p28:b15,paragraph,llm_error,证据明确提及深化绿色产品设计及打造相关解决方案，符合定性指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603082_北自科技_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,error,,,北自科技出台并实施《安全管理办法》等内控文件，系统识别员工工作中的健康风险，落实多维度职业健康防护举措，从源头预防和管控作业环境中的职业病危害因素。,59,603082_北自科技_2025_ESG报告:p59:b16,paragraph,llm_error,证据明确披露了职业健康管理制度及防护措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603082_北自科技_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,依据GB/T 22080-2016和ISO/IEC 27001:2022 标准完成体系建设，制定《信息安全适用性声明》等制度文件，明确信息安全方针、管理目标、岗位职责与管理框架，形成系统化的信息安全管控体系。,51,603082_北自科技_2025_ESG报告:p51:b6,paragraph,llm_error,证据明确披露了网络安全治理的标准体系、制度文件及管理框架。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603128_华贸物流_2025_ESG报告,g_esg_strategy,ESG 战略目标,G,qualitative,error,,,公司以进入全球综合物流前十强为目标，以信息披露为基础，以外部 ESG 评级为抓手，形成可持续发展战略体系与管理模式。,5,603128_华贸物流_2025_ESG报告:p5:b2,paragraph,llm_error,证据明确提及战略目标及可持续发展战略体系。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603257_中国瑞林_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,error,true,,反腐败培训受训总人次：董事16人次，员工709人次；腐败事件发生数量：0起。,49,603257_中国瑞林_2025_ESG报告:p49:b3,table,llm_error,证据明确披露反腐败培训数据及零腐败事件，证实机制存在。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603257_中国瑞林_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,error,143.54,吨二氧化碳当量,范围1直接碳排放量 | 吨二氧化碳当量 | 143.54,48,603257_中国瑞林_2025_ESG报告:p48:b4,table,llm_error,表格明确披露范围1直接碳排放量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603257_中国瑞林_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,error,502.10,吨二氧化碳当量,范围2间接碳排放量 | 吨二氧化碳当量 | 502.10,48,603257_中国瑞林_2025_ESG报告:p48:b4,table,llm_error,表格明确披露范围2间接碳排放量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603260_合盛硅业_2025_可持续发展报告,s_safety,安全生产,S,qualitative,error,,,合盛硅业严格遵循国家《安全生产法》等法律法规，构建完备的安全管理体系与制度框架，完善员工安全风险防控机制，落实企业安全文化建设，通过常态化组织应急演练、系统化开展隐患排查治理等举措，全方位守护员工职业健康与企业生产安全。,59,603260_合盛硅业_2025_可持续发展报告:p59:b1,paragraph,llm_error,证据明确描述了公司构建安全管理体系、制定制度及开展具体安全措施的情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603272_ST联翔_2025_ESG暨社会责任报告,e_fuel_consumption,燃料消耗量,E,quantitative,error,336.37,吨标准煤,能源消耗量 | 吨标准煤 | 478.98 | 396.31 | 336.37 直接能源消耗量 | 吨标准煤 | 200.19 | 142.03 | 76.39 间接能源消耗量 | 吨标准煤 | 278.79 | 254.27 | 259.98,33,603272_ST联翔_2025_ESG暨社会责任报告:p33:b0,table,llm_error,表格明确披露2025年能源消耗总量及分项数据。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603272_ST联翔_2025_ESG暨社会责任报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,制定了《互联网使用规定》等规章制度，构建覆盖网络安全、数据安全、合规管理三大维度的信息安全管理体系，全方位保护公司及个人的信息安全与合法权益。,26,603272_ST联翔_2025_ESG暨社会责任报告:p26:b16,paragraph,llm_error,证据明确披露了网络安全治理体系及制度。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603291_联合水务_2025_ESG报告,e_energy_total,能源消耗总量,E,quantitative,error,"18,315.00",吨标准煤,"能源消耗总量 | 吨标准煤 | 18,315.00",25,603291_联合水务_2025_ESG报告:p25:b1,table,llm_error,证据表格明确列出2025年能源消耗总量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603291_联合水务_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,error,"18,315.00",吨标准煤,"能源消耗总量 | 吨标准煤 | 18,315.00",25,603291_联合水务_2025_ESG报告:p25:b1,table,llm_error,证据明确披露2025年能源消耗总量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603291_联合水务_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,error,true,,公司严格遵循《中华人民共和国数据安全法》等法律法规，制定《信息安全工作管理办法》等18项管理制度，成立信息安全领导小组，并将信息安全防护纳入绩效考核指标体系。,57,603291_联合水务_2025_ESG报告:p57:b1,paragraph,llm_error,证据明确披露了数据安全相关的管理制度、组织架构及考核机制。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603329_上海雅仕_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,error,true,,"GRI 2-9 管治架构和组成 对应章节 公司治理；2-12 在管理影响方面,最高管治机构的监督作用 对应章节 公司治理；2-13 为管理影响的责任授权 对应章节 公司治理",26,603329_上海雅仕_2025_ESG报告:p26:b5,table,llm_error,证据明确列出管治架构及监督作用对应公司治理章节，证实披露了ESG治理架构。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603333_尚纬股份_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,error,9331.08,吨二氧化碳当量,"温室气体排放总量 | 吨二氧化碳当量 | 9,331.08",63,603333_尚纬股份_2025_ESG报告:p63:b2,table,llm_error,证据明确披露温室气体排放总量数值及单位 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603333_尚纬股份_2025_ESG报告,e_water_total,总用水量,E,quantitative,error,184209.00,立方米,"2025 年 总耗水量 184,209.00 立方米",64,603333_尚纬股份_2025_ESG报告:p64:b0,table,llm_error,表格明确披露2025年总耗水量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603333_尚纬股份_2025_ESG报告,e_particulate,颗粒物排放量,E,quantitative,error,458.00,千克,废气污染物排放量 | 颗粒物(PM) | 千克 | 458.00,64,603333_尚纬股份_2025_ESG报告:p64:b2,table,llm_error,表格明确披露颗粒物排放量为458.00千克。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603333_尚纬股份_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,error,441.28,吨二氧化碳当量,范围一温室气体排放量 | 吨二氧化碳当量 | 441.28,63,603333_尚纬股份_2025_ESG报告:p63:b2,table,llm_error,表格明确披露范围一排放量为441.28吨二氧化碳当量。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603333_尚纬股份_2025_ESG报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,error,8889.80,吨二氧化碳当量,"范围二温室气体排放量 | 吨二氧化碳当量 | 8,889.80",63,603333_尚纬股份_2025_ESG报告:p63:b2,table,llm_error,表格明确披露范围二排放量数值及单位 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603333_尚纬股份_2025_ESG报告,e_renewable_energy,可再生能源使用量,E,quantitative,error,4690.88,兆瓦时,"间接能源 | 外购绿电 | 兆瓦时 | 4,690.88",63,603333_尚纬股份_2025_ESG报告:p63:b4,table,llm_error,表格明确披露外购绿电数值及单位 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603368_柳药集团_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,error,8,次,报告期内召开董事会 8次,17,603368_柳药集团_2025_ESG报告:p17:b11,table,llm_error,证据明确披露报告期内召开董事会8次。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603399_永杉锂业_2025_可持续发展报告,s_employee_gender,女性员工人数或占比,S,quantitative,error,129,人,按性别划分的员工人数 | 女员工 | 人 | 129,40,603399_永杉锂业_2025_可持续发展报告:p40:b18,table,llm_error,证据明确列出2025年女员工人数为129人。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603399_永杉锂业_2025_可持续发展报告,g_business_ethics,商业道德,G,boolean,error,true,,GRI205:反腐败2016 | 205-2反腐败政策和程序的传达及培训 | 3.3商业道德,61,603399_永杉锂业_2025_可持续发展报告:p61:b0,table,llm_error,索引及GRI对照表明确指向商业道德章节，证实披露。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603399_永杉锂业_2025_可持续发展报告,e_ghg_scope2,间接温室气体排放量,E,quantitative,error,"122,643.18",公吨二氧化碳当量,"温室气体排放量 | 范围二 | 公吨二氧化碳当量 | - | 82,104.74 | 122,643.18",54,603399_永杉锂业_2025_可持续发展报告:p54:b1,table,llm_error,表格明确列出2025年范围二排放数据 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603577_汇金通_2025_ESG报告,s_safety,安全生产,S,qualitative,error,,,汇金通坚持“以人为本”的安全管理理念，严格遵循《中华人民共和国安全生产法》等法律法规，以安全生产标准化建设和职业健康安全管理体系为依托，制定了安全生产标准化和双重预防体系，建立了完善的安全管理组织架构，并配备了专职安全管理人员，不断加强安全生产管控工作，加大隐患排查力度，完善应急制度体系建设，积极开展员工安全生产培训，持续强化安全生产理念，最大化的预防及减少安全事故的发生，保障员工职业健康和企业安全发展。,32,603577_汇金通_2025_ESG报告:p32:b1,paragraph,llm_error,证据详细描述了安全生产管理理念、体系、架构及措施，符合定性指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603628_清源股份_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,error,,,员工期望：保障员工权利及权益·民主管理及人文关怀...沟通渠道：绩效评估考核机制·文体及团建活动·各类职业培训·员工满意度调查·员工申诉举报机制,11,603628_清源股份_2025_ESG报告:p11:b17,table,llm_error,证据明确列出员工权益保障相关的期望、沟通渠道及关注议题。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603660_苏州科达_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,error,,,完善薪酬福利体系...定期开展薪酬福利对标调研...五险一金...员工食堂...交通补助...年度体检...生日福利...节日福利,46,603660_苏州科达_2025_ESG报告:p46:b3,table,llm_error,证据明确披露了薪酬福利体系及具体福利项目。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603660_苏州科达_2025_ESG报告,s_safety,安全生产,S,qualitative,error,,,安全生产培训覆盖率 100；安全生产事故 0；因工死亡人数 0,52,603660_苏州科达_2025_ESG报告:p52:b4,table,llm_error,证据包含安全生产培训及事故数据，支持定性描述。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603660_苏州科达_2025_ESG报告,e_renewable_energy,可再生能源使用量,E,quantitative,error,394,兆瓦时,清洁能源发电量 | 兆瓦时 | - | 394,74,603660_苏州科达_2025_ESG报告:p74:b0,table,llm_error,证据明确披露2025年清洁能源发电量为394兆瓦时。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603777_来伊份_2025_ESG报告,g_business_ethics,商业道德,G,boolean,error,True,,公司依据法律法规及行业最佳实践，制定并实施《供应商商业道德与行为准则》，并通过《合作伙伴行为准则》等文件，将廉洁合规、反舞弊等要求纳入合作前置条件。,24,603777_来伊份_2025_ESG报告:p24:b1,paragraph,llm_error,证据明确披露了商业道德准则及合规管理机制。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603808_歌力思_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,error,,,"歌力思严格遵循《中华人民共和国劳动法》《中华人民共和国劳动合同法》及相关法律法规,建立健全员工权益保障制度体系,制定《歌力思人事管理制度》、《歌力思集团绩效管理制度》等制度体系,致力于构建公平、多元、包容的雇佣环境。",39,603808_歌力思_2025_ESG报告:p39:b11,paragraph,llm_error,证据明确披露了员工权益保障制度体系及具体措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603979_金诚信_2025_ESG报告,e_fuel_consumption,燃料消耗量,E,quantitative,error,"24,880,327.19",升,"能源消耗* | 柴油 | 升 | 12,971,563.54 | 24,846,840.60 | 24,880,327.19",82,603979_金诚信_2025_ESG报告:p82:b0,table,llm_error,证据表格明确列出了2025年柴油消耗的具体数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
603979_金诚信_2025_ESG报告,s_customer_complaints,客户投诉,S,quantitative,error,1,起,2025年 客户投诉数量(起) | 1,68,603979_金诚信_2025_ESG报告:p68:b11,table,llm_error,表格明确披露2025年客户投诉数量为1起。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
605199_ST葫芦娃_2025_ESG报告,s_supplier,供应商管理,S,boolean,error,true,,葫芦娃制定《绿色采购方案》《供应商审计管理制度》等内部管理文件，构建覆盖供应商筛选、审核、风险管控的全流程体系。,33,605199_ST葫芦娃_2025_ESG报告:p33:b24,paragraph,llm_error,证据明确披露了供应商管理制度、审核机制及廉洁合规措施，符合指标定义。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
605399_晨光新材_2025_ESG报告,g_materiality_assessment,实质性议题评估,G,qualitative,error,,,2025年，根据《上海证券交易所上市公司自律监管指引第14号——可持续发展报告(试行)》等最新披露标准更新重要性议题评估方法，首次开展双重重要性评估，围绕各产业链环节、利益相关方的诉求和主要关注问题，在以往影响重要性评估的基础上融入财务视角，全面分析ESG议题对公司财务以及经济、环境和社会的影响，形成本年度25个具有重要性的议题进行重点回应。,12,605399_晨光新材_2025_ESG报告:p12:b1,paragraph,llm_error,证据明确披露了2025年首次开展双重重要性评估及结果。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
605488_福莱新材_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,error,,,员工 | 多元化与平等机会 | 完善薪酬福利体系完善晋升通道保障员工权益完善员工培训体系加强员工健康与安全培训,9,605488_福莱新材_2025_ESG报告:p9:b2,table,llm_error,证据明确提及多元化与平等机会为员工诉求及供应商守则内容。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
605488_福莱新材_2025_ESG报告,s_safety,安全生产,S,qualitative,error,,,福莱新材始终将保障安全生产与员工的职业健康作为经营管理的最高优先级事项...制定并实施了《安全教育培训管理制度》《安全风险分级管控制度》...公司签订安全生产责任书，建立健全并落实全员安全责任制,67,605488_福莱新材_2025_ESG报告:p67:b1,paragraph,llm_error,证据明确披露了安全生产方针、相关管理制度及责任制的落实情况。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
605599_菜百股份_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,持续完善数据安全与隐私保护制度体系，制定并修订《菜百公司信息系统密码管理规定》等专项制度文件，规范数据采集、传输、存储、使用、销毁全生命周期管理流程，同步建立权限分级管控、合规性前置评审、全流程审计、责任追究等配套管理机制。,30,605599_菜百股份_2025_ESG报告:p30:b3,paragraph,llm_error,证据明确披露了网络安全治理相关的制度体系及配套管理机制。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688128_中国电研_2025_ESG报告,g_investor_relations,投资者关系,G,qualitative,error,,,利益相关方：股东及投资者；关注议题：公司治理股东权益保护投资者关系；沟通方式及渠道：股东会信息披露投关活动,10,688128_中国电研_2025_ESG报告:p10:b3,table,llm_error,证据明确披露了针对投资者的沟通渠道及关注议题。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688147_微导纳米_2025_ESG报告,e_waste_total,废弃物产生量,E,quantitative,error,265.44,吨,产生的有害废弃物总量 | 吨 | 1.13 | 9.8 产生的无害废弃物总量 | 吨 | 25.87 | 255.64,48,688147_微导纳米_2025_ESG报告:p48:b4,table,llm_error,证据明确列出有害及无害废弃物2025年数值，求和得总量。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688147_微导纳米_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,error,255.64,吨,产生的无害废弃物总量 | 吨 | 25.87 | 255.64,48,688147_微导纳米_2025_ESG报告:p48:b4,table,llm_error,表格明确披露2025年无害废弃物总量为255.64吨。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688147_微导纳米_2025_ESG报告,s_work_injury,工伤事故,S,quantitative,error,0.9,次/百万工时,百万工时伤害率 | 次/百万工时 | 1.18 | 0.9,47,688147_微导纳米_2025_ESG报告:p47:b6,table,llm_error,表格明确披露2025年百万工时伤害率为0.9 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688147_微导纳米_2025_ESG报告,e_ghg_scope1,直接温室气体排放量,E,quantitative,error,"14,775.13",公吨二氧化碳当量,"范围一排放量 | 公吨二氧化碳当量 | 4,362.54 | 14,775.13",48,688147_微导纳米_2025_ESG报告:p48:b6,table,llm_error,表格明确列出2025年范围一排放量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688218_江苏北人_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,error,135,吨,无害废弃物排放总量 | 吨 | 220 | 135,23,688218_江苏北人_2025_ESG报告:p23:b6,table,llm_error,表格明确披露2025年无害废弃物排放总量为135吨。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688226_威腾电气_2025_ESG报告,e_nonhazardous_waste,一般废弃物产生量,E,quantitative,error,4315.40,吨,"无害废弃物总量 | 吨 | 2,218.53 | 4,315.40",60,688226_威腾电气_2025_ESG报告:p60:b0,table,llm_error,"证据明确披露2025年无害废弃物总量为4,315.40吨。 evidence quote not uniquely traceable to candidates",检查 llm_errors.csv 中 raw_response 和候选证据。,
688226_威腾电气_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,error,true,,公司治理架构：股东会下设战略与ESG委员会、薪酬与考核委员会、审计委员会、提名委员会。,54,688226_威腾电气_2025_ESG报告:p54:b3,image,llm_error,证据明确展示了包含ESG委员会的公司治理架构图。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688226_威腾电气_2025_ESG报告,s_training,员工培训,S,quantitative,error,20.08,小时/人,人均培训时长 | 小时/人 | 41.98 | 20.08,60,688226_威腾电气_2025_ESG报告:p60:b1,table,llm_error,表格明确披露2025年人均培训时长数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688279_峰岹科技_2025_ESG报告,g_information_disclosure,信息披露,G,qualitative,error,,,公司严格遵守监管规定，以上海证券交易所官网及《中国证券报》、《上海证券报》、《证券时报》、《证券日报》、香港联合证券交易所等法定信息披露媒体作为核心发布平台，确保所有股东能够平等、及时地获取公司重大信息。,20,688279_峰岹科技_2025_ESG报告:p20:b4,paragraph,llm_error,证据明确披露了信息披露的平台、原则及机制，符合定性指标要求。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688348_昱能科技_2025_ESG报告,e_electricity_total,耗电量,E,quantitative,error,"2,656.18",兆瓦时,"外购电力用量 | 兆瓦时 | 1,600.55 | 2,656.18",51,688348_昱能科技_2025_ESG报告:p51:b5,table,llm_error,证据明确披露2025年外购电力用量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688348_昱能科技_2025_ESG报告,s_compensation_benefits,薪酬福利,S,qualitative,error,,,工会统筹规划员工福利活动，为文体健身与休闲交流提供经费支持，旨在促进员工身心健康，加强同事间的沟通与凝聚力。,45,688348_昱能科技_2025_ESG报告:p45:b26,paragraph,llm_error,证据明确提及工会统筹规划员工福利活动及经费支持。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688348_昱能科技_2025_ESG报告,s_community_investment,公益慈善投入,S,quantitative,error,239.40,万元人民币,慈善捐赠金额 | 单位 | 2024 | 2025 慈善捐赠金额 | 万元人民币 | 377.78 | 239.40,53,688348_昱能科技_2025_ESG报告:p53:b3,table,llm_error,表格明确披露2025年慈善捐赠金额及单位 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688400_凌云光_2025_ESG报告,s_supplier,供应商管理,S,boolean,error,true,,严格遵循《供应商管理控制程序》...SRM供应商管理融入绿色筛选与培育...供应商培训...供应商稽核...供应商反腐协议签订比例,28,688400_凌云光_2025_ESG报告:p28:b2,paragraph,llm_error,证据明确披露了供应商管理程序、绿色筛选机制及具体的管理活动数据。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688409_富创精密_2025_ESG报告,s_safety,安全生产,S,qualitative,error,,,公司遵守《中华人民共和国安全生产法》等法律法规，并制定多项管理制度。公司持续推进 ISO 45001 认证，建立健全并有效运行职业健康安全和环境（HSE）管理体系。,50,688409_富创精密_2025_ESG报告:p50:b3,paragraph,llm_error,证据明确披露了安全生产相关的法律法规遵守情况及管理体系建设。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688439_振华风光_2025_ESG报告,g_stakeholder_communication,利益相关方沟通,G,qualitative,error,,,利益相关方沟通机制：政府与监管机构-信息披露与报送、定期汇报；股东与投资者-信息披露、股东会、投资者调研；客户-新产品发布会、技术交流会、客户满意度调查；员工-全体员工会议、投诉反馈信箱；社区-社区共建；供应商-准入资质审查、日常沟通与培训。,6,688439_振华风光_2025_ESG报告:p6:b21,table,llm_error,证据表格详细列出了各利益相关方的具体沟通机制，内容完整且明确。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688439_振华风光_2025_ESG报告,g_business_ethics,商业道德,G,boolean,error,true,,反商业贿赂及反贪污培训场次 2...商业贿赂及贪污事件发生次数 0...签订廉洁承诺书的员工人数 103...签署反贿赂承诺书的供应商数量 239,43,688439_振华风光_2025_ESG报告:p43:b1,table,llm_error,证据明确披露了商业道德相关的培训、承诺签署及违规事件数据，证明机制已建立并执行。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688439_振华风光_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,持续完善《信息数据安全管理制度》《信息网络安全管理制度》等一系列信息安全规章制度，严格实行信息网络分区、分域、隔离管控策略。,29,688439_振华风光_2025_ESG报告:p29:b9,paragraph,llm_error,证据明确披露了网络安全相关的制度、策略及治理措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688515_裕太微_2025_ESG报告,s_employee_gender,女性员工人数或占比,S,quantitative,error,104,人,按性别划分的员工人数 | 女员工 | 人 | 101 | 104,54,688515_裕太微_2025_ESG报告:p54:b0,table,llm_error,表格明确披露2025年度女员工人数为104人。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688515_裕太微_2025_ESG报告,g_board_meetings,董事会会议次数,G,quantitative,error,6,次,报告期内， 公司共召开董事会会议 6次,16,688515_裕太微_2025_ESG报告:p16:b9,table,llm_error,证据明确披露报告期内董事会召开次数为6次。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688515_裕太微_2025_ESG报告,g_esg_governance,ESG 治理架构,G,boolean,error,true,,可持续发展治理架构图：决策层->管理层->执行层->董事会、战略投资与可持续发展委员会、ESG专项工作组,11,688515_裕太微_2025_ESG报告:p11:b6,image,llm_error,证据明确展示了ESG治理架构图及层级结构，证实披露了治理架构。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688515_裕太微_2025_ESG报告,g_compliance_management,合规管理,G,boolean,error,true,,公司依据《中华人民共和国公司法》等相关法律法规制订了《公司章程》以及一系列内控规范，构建了由决策、监督与审计、执行三个层级组成的合规管理体系。,19,688515_裕太微_2025_ESG报告:p19:b7,paragraph,llm_error,证据明确披露公司构建了合规管理体系及内控制度。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688560_明冠新材_2025_ESG报告,e_ghg_total,温室气体排放总量,E,quantitative,error,15774.62,吨二氧化碳当量,"温室气体排放总量 | 吨二氧化碳当量 | 12821.26 | 15,774.62",40,688560_明冠新材_2025_ESG报告:p40:b4,table,llm_error,表格明确披露2025年温室气体排放总量数值及单位。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688560_明冠新材_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,error,,,持续健全职业健康管理体系，不断完善职业健康监护、危害告知、防护设施配置及作业环境改善等全流程管理，营造安全、健康、舒适的工作环境。,38,688560_明冠新材_2025_ESG报告:p38:b10,paragraph,llm_error,证据明确描述了职业健康管理体系及具体措施。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
688560_明冠新材_2025_ESG报告,g_cybersecurity_governance,网络安全治理,G,qualitative,error,,,公司严格遵循《中华人民共和国网络安全法》等法律法规，制定《计算机信息安全规范》等一系列内部制度规范，明确财务信息部、部门负责人以及体系工程师等相关职责，规范公司信息使用、内部共享文件夹使用以及访问权限等内容，持续确保信息资源的安全性和完整性。,30,688560_明冠新材_2025_ESG报告:p30:b17,paragraph,llm_error,证据明确披露了网络安全相关的内部制度、职责分工及防护措施，符合治理指标定义。 evidence quote not uniquely traceable to candidates,检查 llm_errors.csv 中 raw_response 和候选证据。,
