review_id,report_id,indicator_id,indicator_name,dimension,indicator_type,status,value,unit,qualitative_text,evidence_quote,page_no,block_id,block_type,source_candidate_count,llm_confidence,llm_reason,postprocess_repaired,quantitative_incomplete,repair_method,repair_reason,risk_tag,risk_level,caution_tag,review_reason,needs_manual_check,suspected_issue_type
RS-0123,09668_渤海银行_2025_ESG暨社会责任报告,s_safety,安全生产,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0124,600630_龙头股份_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0125,300982_苏文电能_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0126,000923_河钢资源_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0127,06198_青岛港_2025_ESG报告,s_occupational_health,职业健康,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0128,600072_中船科技_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0129,000922_佳电股份_2026_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0130,01950_帝王实业控股_2026_ESG报告,s_employee_rights,员工权益保障,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0131,603777_来伊份_2025_ESG报告,s_employee_rights,员工权益保障,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0132,02676_纳芯微_2025_ESG报告,s_rural_revitalization,乡村振兴,S,qualitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0133,09668_渤海银行_2025_ESG暨社会责任报告,s_compensation_benefits,薪酬福利,S,qualitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0134,000158_常山北明_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0135,301073_君亭酒店_2025_ESG报告,s_diversity_equal_opportunity,多元化与平等机会,S,qualitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,,stratified normal sample,false,normal_sample
RS-0136,688409_富创精密_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司制定并执行涵盖商业秘密管理与专利管理等核心领域的一系列知识产权保护制度，为公司知识产权工作提供了制度保障。,制定并执行涵盖商业秘密管理与专利管理等核心领域的一系列知识产权保护制度，为公司知识产权工作提供了制度保障。,10,688409_富创精密_2025_ESG报告:p10:b0,table,5,0.9500,明确披露制度,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0137,688439_振华风光_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司持续完善数据安全管理制度，开展培训与应急演练，全年无数据安全事故。,全年未发生数据安全事故，未发生客户隐私泄露事件；共开展数据安全与客户隐私保护培训2次，组织相关应急演练14次。,6,688439_振华风光_2025_ESG报告:p6:b11,paragraph,5,0.9500,明确披露数据安全措施,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0138,920167_同享科技_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司制定《客户信息保密制度》并实施奖惩机制，明确信息安全责任与措施。,同享科技高度重视客户隐私保护与信息安全，制定《客户信息保密制度》，对客户信息权限、使用、保管、销毁进行严格限定和规范，明确客户信息安全监督及信息权限管理的负责部门，要求全体员工贯彻落实客户信息保密工作，入职需签订保密协议，离职时做好相关移交、注销工作。公司对于信息泄露设有奖惩机制，因泄露公司客户信息、利用客户信息牟利者，视情节严重程度予以罚款、辞退、移交司法部门处理，对泄露或者非法获取公司客户信息进行检举、补救的行为，根据贡献给予相应奖励。,29,920167_同享科技_2025_ESG报告:p29:b10,paragraph,5,0.9500,明确披露制度与机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0139,605399_晨光新材_2025_ESG报告,s_supplier,供应商管理,S,boolean,found,true,,公司通过《供应商管理制度》及《廉洁协议》规范供应商行为，确保反腐败合规。,公司的廉洁供应链管理文件《员工廉洁自律管理制度》及《供应商管理制度》中，严禁任何员工及其亲属与供应商存在任何利益往来。所有新引入的供应商均需与公司签订《廉洁协议》，双方承诺共同防腐，供应商须遵守反腐败法律和道德标准，杜绝任何形式的贿赂、行贿行为。,21,605399_晨光新材_2025_ESG报告:p21:b4,paragraph,4,0.0000,明确披露供应商管理制度,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0140,301019_宁波色母_2025_可持续发展报告,s_supplier,供应商管理,S,boolean,found,true,,公司制定了《外部提供过程、产品和服务的控制程序》《采购内控制度》等制度对采购活动进行有效地控制，实施供应商准入、监督、退出及协作共赢机制。,"公司制定了《外部提供过程、产品和服务的控制程序》《采购内控制度》等制度对采购活动进行有效地控制。公司供应科负责选择原材料供应商,组织对供应商的质量能力评定,实施采购,确保采购物资质量,日常对供应商实施记录和监控。1、供应商准入:审核供应商合作表现、原材料质量、履约能力等,要求供应商提供资质文件、财务报表等完整材料,通过供应科初审、复核及终审的多级审核机制,严格核验资质合规性;对合作过的供应商,按照原材料类别进行整合,梳理合作过程中的质量、生产供给能力、售后服务、合作诚信等方面表现;对未合作过的供应商,依据品牌标准、质量标准、供给能力标准、信誉标准四个方面对新供应商展开准入调查;对拟准入供应商开展视频或现场考察,剔除法务、财务等方面高风险主体,审核通过后纳入供应商管理系统。2、供应商监督:未出现客户信息泄露情况,客户投诉解决率100%。每半年从商务合作、到货及时性、原材料质量、售后服务等履约维度,对供应商进行综合评价;依托数字化平台与实地考察相结合,全面掌握供应商履约能力与经营状况。3、供应商退出:每半年对供应商的合作情况进行梳理,考察其商务合作、供应商原材料到货及时性、到货质量、原材料使用质量、售后服务等合同履约情况,淘汰履约表现不佳的劣质供应商。4、供应商协作共赢:公司致力于与供应商协作发展、合作共赢,共同推动产业进步,积极与供应商沟通交流,促进双方在技术创新、产品质量提升以及绿色发展理念上达成共识。不定期举办供应商交流活动,提供技术指导和培训服务。",34,301019_宁波色母_2025_可持续发展报告:p34:b4,table,2,0.0000,明确披露供应商管理机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0141,002807_江阴银行_2025_ESG报告,s_supplier,供应商管理,S,boolean,found,true,,江阴银行在采购过程中将ESG因素纳入供应商管理流程，打造责任供应链。,本行在采购过程中积极开展供应链ESG风险管控，将商业道德与反腐败、绿色环保、劳工与人权等ESG因素纳入供应商管理流程，致力打造更具韧性的供应链。,38,002807_江阴银行_2025_ESG报告:p38:b16,paragraph,5,0.9500,明确披露供应商管理机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0142,920122_中纺标_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司制定信息安全工作总体方针及应急预案，开展网络安全培训，未发生信息安全事故和泄露客户隐私事件。,为确保客户在商业、法律上的机密信息等受到保护，维护客户利益，我公司制定了《中纺标检验认证股份有限公司信息安全工作总体方针》《中纺标检验认证股份有限公司网络与信息安全应急预案实施细则》等，同时在各职能部门、事业部、分公司开展网络安全培训，巩固集团信息安全防线，以高水平安全守护高质量发展。报告期内，未发生信息安全事故和泄露客户隐私事件。,22,920122_中纺标_2025_ESG报告:p22:b17,paragraph,5,0.0000,明确披露制度及实施情况,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0143,000810_创维数字_2025_ESG报告,s_supplier,供应商管理,S,boolean,found,true,,公司实施廉洁、诚信的供应商管理机制，重视阳光工作关系、道德与反腐败等社会责任，携手供应商打造廉洁、公平、可持续的责任供应链。,公司实施廉洁、诚信的供应商管理机制，重视阳光工作关系、道德与反腐败等社会责任，携手供应商打造廉洁、公平、可持续的责任供应链。,14,000810_创维数字_2025_ESG报告:p14:b1,paragraph,5,0.0000,明确披露供应商管理机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0144,600331_宏达股份_2025_ESG报告,s_supplier,供应商管理,S,boolean,found,true,,将环保与碳排放要求纳入供应商管理，推动供应链绿色协同。,将环保与碳排放要求纳入供应商管理，推动供应链绿色协同。,32,600331_宏达股份_2025_ESG报告:p32:b0,table,3,0.9500,明确提及供应商管理,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0145,300100_双林股份_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,found,true,,公司严格遵守劳动法及国际人权标准，建立供应商ESG审查机制，确保劳工与人权保障。,公司高度重视并保障员工的基本权益，积极推进人才本地化政策。在运营中，公司严格遵守《中华人民共和国劳动法》《中华人民共和国安全生产法》《中华人民共和国职业病防治法》《工伤保险条例》以及业务所在国家（地区）的相关法律法规，并积极响应《世界人权宣言》及联合国全球契约组织十项原则。,27,300100_双林股份_2025_ESG报告:p27:b2,paragraph,4,0.0000,明确提及遵守劳动法及国际人权标准,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0146,688503_聚和材料_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司未发生重大信息安全事故及客户隐私泄露事件，信息安全管理体系有效运行。,报告期内，公司未发生重大信息安全事故及客户隐私泄露事件，信息安全管理体系有效运行，为业务持续稳定开展提供坚实保障。,59,688503_聚和材料_2025_ESG报告:p59:b8,paragraph,5,0.0000,明确披露无事故及体系有效,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0147,300832_新产业_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司严格遵循数据安全相关法律法规，未发生信息泄露事件,新产业严格遵循《中华人民共和国数据安全法》《中华人民共和国网络安全法》《信息安全等级保护管理办法》等国家法律法规及行业规范，全面落实信息安全主体责任，持续深化信息安全体系建设。2025 年，公司未发生信息安全事故，也未出现客户、员工及商业伙伴信息泄露事件。,12,300832_新产业_2025_ESG报告:p12:b7,paragraph,5,0.0000,明确披露数据安全合规及无事故,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0148,001322_箭牌家居_2025_ESG报告,s_data_security,数据安全与隐私保护,S,boolean,found,true,,公司严格保护客户隐私与数据安全，2025年未发生客户信息泄露及网络安全事故。,严格保护客户隐私与数据安全。2025 年，公司未发生客户信息泄露及网络安全事故。,53,001322_箭牌家居_2025_ESG报告:p53:b0,paragraph,2,0.0000,明确披露数据安全机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0149,600737_中粮糖业_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,found,true,,公司建立举报机制，保护举报人权益并问责违规行为。,鼓励员工举报违规行为，保护举报人权益，对违规行为进行问责和处罚。,63,600737_中粮糖业_2025_ESG报告:p63:b10,paragraph,1,0.0000,明确披露举报机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0150,603979_金诚信_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,found,true,,公司严格遵守《中华人民共和国劳动法》《中华人民共和国劳动合同法》等法律法规，建立完善的人力资源管理体系，明确反童工及强制劳工，未发生相关违规事件。,金诚信高度重视合规用工，并积极保护员工权益，严格遵守《中华人民共和国劳动法》《中华人民共和国劳动合同法》《中华人民共和国工会法》《未成年人保护法》及海外下属单位所在国与劳工相关的法律法规。公司建立了完善的人力资源管理体系与制度，包括《人力资源规划管理办法》《员工招聘管理制度》《劳动关系管理制度》等内部制度，并持续优化更新，确保所有员工的权益得到合法保护，报告期内，公司发布《金诚信矿业管理股份有限公司人力资源管理政策声明》，对于尊严与人权保障的切实践行进行承诺，明确反童工及强制劳工。公司的人力资源工作由董事长分管，并建立从总部人力资源管理中心、二级单位到项目部的架构。报告期内，公司未发生员工歧视或雇用童工事件，且在雇佣及劳工准则方面未发生重大违法违规事件或者受到重大行政处罚的情况。,50,603979_金诚信_2025_ESG报告:p50:b2,paragraph,5,0.0000,明确披露反童工及强制劳工机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0151,605199_ST葫芦娃_2025_ESG报告,s_human_rights,人权与劳工准则,S,boolean,found,true,,公司通过签订协议及严格招聘流程杜绝童工和强制劳工,针对建立劳务关系的退休返聘人员，公司依法与其签订劳务协议、退休返聘协议。本年度，公司及下属各子公司未出现因用工问题违反国家劳动法律法规被行政部门处罚的情况，公司未发生与雇佣童工和强制劳工相关案件,36,605199_ST葫芦娃_2025_ESG报告:p36:b8,paragraph,2,0.0000,明确披露无童工强制劳工案件,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0152,688051_佳华科技_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,1/3,比例,,董事会共 9 名董事，其中女性董事 4 名，占比 4/9；独立董事 3 名，占比 1/3；职工代表董事 1 名，占比 1/9。,45,688051_佳华科技_2025_ESG报告:p45:b6,paragraph,5,0.0000,明确提及独立董事占比1/3,true,false,ratio_unit_from_indicator_context,filled ratio unit for fraction value supported by evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0153,688613_奥精医疗_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,名,,公司董事会由 9 名董事构成，其中包括 3 名独立董事、3 名女性董事，人员结构兼具专业性与多元化特点。,14,688613_奥精医疗_2025_ESG报告:p14:b7,paragraph,2,0.9500,明确提及董事会人数为9,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0154,600877_电科芯片_2025_ESG暨社会责任报告,g_board_diversity,董事会多元化,G,quantitative,found,9,名,,董事会规范高效运行，全面提升董事会建设质量。电科芯片重视董事会成员的多元化，由9名具有不同行业与学术背景的董事组成；设有4名独立董事，充分发挥独立董事在参与决策、监督制衡、专业咨询等方面作用，维护公司整体利益和全体股东尤其是中小股东的合法权益。,6,600877_电科芯片_2025_ESG暨社会责任报告:p6:b11,paragraph,1,0.9500,明确提及9名董事,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0155,600475_华光环能_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,名,,公司董事会由 9 名董事组成，其中女性董事 3 名，女性董事占比 33.33%。,23,600475_华光环能_2025_ESG报告:p23:b18,list,1,0.0000,明确提及董事会人数,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,possible_rate_as_count,high,high_risk_indicator,count-like indicator contains percent/rate expression,true,possible_rate_as_count
RS-0156,603333_尚纬股份_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,名,,董事9名 | 其中独立董事3名占比33.33% 其中非独立董事6名占比66.67% | 其中女性董事5名占比55.56% 召开股东会会议3次 | 召开董事会会议8次,57,603333_尚纬股份_2025_ESG报告:p57:b6,table,1,0.0000,明确提及董事会人数为9名,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,possible_rate_as_count,high,high_risk_indicator,count-like indicator contains percent/rate expression,true,possible_rate_as_count
RS-0157,605488_福莱新材_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,8,名,,目前，8名董事会成员中女性董事1名，董事会成员具备工商管理、高分子材料、会计学、法学等不同领域文化背景，并且多数具备硕士及以上学位，基本履行职务所需知识、专业技能与经验，结构合理。,82,605488_福莱新材_2025_ESG报告:p82:b5,paragraph,2,0.0000,明确提及8名董事会成员,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0158,600963_岳阳林纸_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,7,人,,报告期末，公司董事会共有董事7人，其中女性董事4人，占比 57%，体现了董事会成员的性别多元化；同时，董事会成员涵盖了不同年龄段和工作经验的成员，有助干在决策中获得多元化的经验和意见。,51,600963_岳阳林纸_2025_ESG报告:p51:b3,paragraph,2,0.0000,明确提及董事会人数7人,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,possible_rate_as_count,high,high_risk_indicator,count-like indicator contains percent/rate expression,true,possible_rate_as_count
RS-0159,688051_佳华科技_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,名,,董事会共 9 名董事，其中女性董事 4 名，占比 4/9；独立董事 3 名，占比 1/3；职工代表董事 1 名，占比 1/9。,45,688051_佳华科技_2025_ESG报告:p45:b6,paragraph,3,0.0000,明确提及董事会人数为9,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0160,300376_易事特_2025_可持续发展报告,g_shareholder_meetings,股东大会次数,G,quantitative,found,4,次,,股东会4次，未发生因信息披露违规受到处罚的情形。,5,300376_易事特_2025_可持续发展报告:p5:b79,paragraph,5,0.0000,明确提及股东会次数,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0161,600406_国电南瑞_2025_ESG报告,g_independent_director_ratio,独立董事占比,G,quantitative,found,4/10,比例,,非独立董事6名，独立董事4 名，其中女性董事1 名,16,600406_国电南瑞_2025_ESG报告:p16:b27,paragraph,4,0.0000,明确给出独立董事人数,true,false,ratio_unit_from_indicator_context,filled ratio unit for fraction value supported by evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0162,603329_上海雅仕_2025_ESG报告,g_board_size,董事会人数,G,quantitative,found,9,人,,公司董事会成员人数 | 按性别包含男性董事 | 女性董事 | 按类型包含独立董事 | 非独立董事 9人 | 8位 | 1人 | 3人 | 6人,21,603329_上海雅仕_2025_ESG报告:p21:b7,table,1,0.0000,明确提及董事会人数为9人,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0163,600963_岳阳林纸_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,found,57%,人,,报告期末，公司董事会共有董事7人，其中女性董事4人，占比 57%，体现了董事会成员的性别多元化,51,600963_岳阳林纸_2025_ESG报告:p51:b3,paragraph,3,0.0000,明确数值57%,true,false,regex_unit_from_evidence,filled missing quantitative field from evidence_quote,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0164,300459_汤姆猫_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,found,2,小时,,董监高反腐败培训时长总计 | 小时 | 2,56,300459_汤姆猫_2025_ESG报告:p56:b3,table,4,0.9500,明确数值匹配,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0165,601118_海南橡胶_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0166,300832_新产业_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0167,300982_苏文电能_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0168,000557_西部创业_2025_可持续发展报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,4,0.0000,明确数值40%且单位% conservative_missing,false,false,conservative_missing,board diversity evidence maps to independent director ratio,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0169,603368_柳药集团_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0170,000526_学大教育_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0171,002573_清新环境_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,3,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0172,603683_晶华新材_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0173,600805_悦达投资_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0174,603128_华贸物流_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,1,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0175,600406_国电南瑞_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,3,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0176,301370_国科恒泰_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0177,301308_江波龙_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,5,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0178,300834_星辉环材_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0179,600396_华电辽能_2025_ESG报告,g_board_diversity,董事会多元化,G,quantitative,missing,,,,,,,,0,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0180,603990_麦迪科技_2025_ESG报告,g_anti_corruption_training,反腐败培训,G,quantitative,missing,,,,,,,,2,0.0000,,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0181,002568_百润股份_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司通过《员工手册》和《采购纪律管理制度》明确禁止商业贿赂，并在合同中设置反商业贿赂条款及签订《廉洁协议书》,在制度层面，公司通过《员工手册》规范员工行为，并针对采购等关键业务制定《采购纪律管理制度》，明确禁止滥用职权、索贿受贿及不正当交易，细化礼品处理、利益冲突回避等具体要求。同时，在采购、销售、工程及经销商等合同中设置反商业贿赂条款，并与合作方签订《廉洁协议书》，以契约形式固化廉洁承诺。,15,002568_百润股份_2025_ESG报告:p15:b19,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0182,600199_金种子酒_2025_ESG报告,g_business_ethics,商业道德,G,boolean,found,true,,公司披露了商业道德相关机制，包括反腐败政策和程序的传达及培训。,GRI 205:反腐败2016 | 205-2 | 反腐败政策和程序的传达及培训 | 商业道德,42,600199_金种子酒_2025_ESG报告:p42:b3,table,5,0.9500,明确提及商业道德,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0183,603291_联合水务_2025_ESG报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司设立董事会、董事会审计委员会和审计部三级管理架构，制定《反舞弊与举报制度》等制度，开展反腐败培训与案例警示教育，强化供应链廉洁管理。,公司设立董事会、董事会审计委员会和审计部三级管理架构。董事会负责督促管理层建立反舞弊文化环境，健全包括预防舞弊、接受举报和调查处理在内的内部控制体系。董事会授权董事会审计委员会指导公司反舞弊工作，审计部负责监督商业道德和反腐败工作的执行。公司制定并持续完善《反舞弊与举报制度》《廉洁诚信制度》《员工廉洁协议》等，规范公司商业道德与反腐败管理。,50,603291_联合水务_2025_ESG报告:p50:b3,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0184,600874_创业环保_2025_可持续发展报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司建立权责清晰、分层衔接、运行有效的廉洁运营治理架构，设立独立纪律检查办公室直接向纪委和党委汇报，依规依纪开展监督执纪问责。,公司建立了权责清晰、分层衔接、运行有效的廉洁运营治理架构，以独立的纪律检查办公室作为廉洁运营的专职常设机构。该部门直接向纪委和党委汇报，协助推进全面从严治党、加强党风建设和具体落实反腐败工作，依规依纪开展监督执纪问责。,15,600874_创业环保_2025_可持续发展报告:p15:b2,paragraph,5,0.0000,明确披露反腐败机制,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0185,01359_中国信达_2025_ESG暨社会责任报告,g_anti_corruption,反腐败机制,G,boolean,found,true,,公司健全完善对权力运行的监督制约机制，加强员工廉洁从业教育，积极培育清廉诚信的企业文化，持续健全信访举报机制，完善举报渠道，保障举报人信息保密及利益。,健全完善对权力运行的监督制约机制，加强员工廉洁从业教育，积极培育清廉诚信的企业文化，持续健全信访举报机制，完善来信、来访、电话和网络等举报渠道，切实保障各类渠道举报受理机制的完备有效。,14,01359_中国信达_2025_ESG暨社会责任报告:p14:b3,paragraph,5,0.0000,明确披露机制。,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
RS-0186,688051_佳华科技_2025_ESG报告,g_business_ethics,商业道德,G,boolean,found,true,,公司制定《反舞弊管理制度》，组织签订廉洁承诺书，落实诚信经营。,公司全面落实反腐败、反舞弊工作，根据《中华人民共和国民法典》《公司章程》《企业内部控制基本规范》等相关法律法规和证券交易市场、监管机构的规定要求，制定了《反舞弊管理制度》。要求公司全员严格遵守相关法律、行为规范和准则、职业道德及公司规章制度，树立廉洁、勤勉敬业的良好风气，并组织签订《供应商廉洁承诺书》《智慧数据中心人员廉洁自律承诺书》，不断引导员工行为规范，落实公司诚信经营。,53,688051_佳华科技_2025_ESG报告:p53:b2,paragraph,4,0.9500,明确披露反舞弊制度及承诺书,false,false,none,,normal,,high_risk_indicator,indicator belongs to high-risk review category,true,high_risk_indicator
